"","source","target","weight"
"224","caamara","papel",1
"225","caamara","parque",1
"226","caamara","peliicula",1
"227","caamara","posar",1
"228","caamara","precioso",1
"229","caamara","recuerdo",5
"230","caamara","risa",2
"231","caamara","sala",1
"232","caamara","salon",1
"233","caamara","selfie",2
"234","caamara","sonreiir",2
"235","caamara","sonrisa",2
"236","caamara","tecnologiia",1
"237","caamara","teleefono",9
"238","caamara","tienda",1
"239","caamara","vacacioon",2
"240","caamara","video",13
"241","chocolate","abuelita",5
"242","chocolate","amargo",1
"243","chocolate","atole",1
"244","chocolate","avellana",1
"245","chocolate","azuucar",7
"246","chocolate","barato",1
"247","chocolate","barra",1
"248","chocolate","bebida",3
"249","chocolate","beso",1
"250","chocolate","blanco",2
"251","chocolate","bocadillo",1
"252","chocolate","brownie",1
"253","chocolate","cacao",3
"254","chocolate","cafee",6
"255","chocolate","caliente",2
"256","chocolate","caramelo",2
"257","chocolate","caries",2
"258","chocolate","carlos",2
"259","chocolate","chocolatina",1
"260","chocolate","color",1
"261","chocolate","comida",2
"262","chocolate","cremoso",1
"263","chocolate","cuadrado",1
"264","chocolate","delicia",1
"265","chocolate","delicioso",6
"266","chocolate","derretido",1
"267","chocolate","dulce",23
"268","chocolate","empalagoso",2
"269","chocolate","esposa",1
"270","chocolate","galleta",1
"271","chocolate","granja",1
"272","chocolate","grano",1
"273","chocolate","helado",2
"274","chocolate","hershey",2
"275","chocolate","leche",3
"276","chocolate","malteada",1
"277","chocolate","marroon",1
"278","chocolate","mecato",1
"279","chocolate","morado",1
"280","chocolate","negro",2
"281","chocolate","nestlee",1
"282","chocolate","nieve",1
"283","chocolate","ninno",2
"284","chocolate","oscuro",2
"285","chocolate","paleta",1
"286","chocolate","pan",2
"287","chocolate","postre",4
"288","chocolate","rico",4
"289","chocolate","sabroso",3
"290","chocolate","snickers",1
"291","chocolate","torta",1
"292","chocolate","vaso",1
"293","coche","aire acondicionado",1
"294","coche","amarillo",1
"295","coche","aseguranza",1
"296","coche","asiento",1
"297","coche","auto",6
"298","coche","autobuus",2
"299","coche","automoovil",5
"300","coche","avioon",1
"301","coche","azul",2
"302","coche","bebee",2
"303","coche","caballito",1
"304","coche","cajuela",1
"305","coche","calle",1
"306","coche","camino",2
"307","coche","camioneta",1
"308","coche","camioon",2
"309","coche","caro",6
"310","coche","carrera",1
"311","coche","carro",18
"312","coche","charanga",1
"313","coche","cinturoon",1
"314","coche","cochito",1
"315","coche","compartir",1
"316","coche","conducir",1
"317","coche","conductor",1
"318","coche","costoso",2
"319","coche","coucho",1
"320","coche","deportivo",1
"321","coche","espacio",1
"322","coche","espanna",1
"323","coche","gas",1
"324","coche","gasolina",17
"325","coche","glorieta",1
"326","coche","grande",2
"327","coche","licencia",1
"328","coche","llanta",6
"329","coche","llorar",1
"330","coche","lugar",1
"331","coche","lujo",1
"332","coche","maaquina",3
"333","coche","manejar",6
"334","coche","meexico",1
"335","coche","mover",1
"336","coche","mueble",1
"337","coche","neumaatico",1
"338","coche","nuevo",1
"339","coche","parqueo",1
"340","coche","pasajero",1
"341","coche","paseo",1
"342","coche","pequenno",1
"343","coche","puerta",1
"344","coche","raapido",3
"345","coche","rojo",2
"346","coche","rueda",4
"347","coche","saabana",1
"348","coche","salir",1
"349","coche","semaaforo",1
"350","coche","servicial",1
"351","coche","taxi",1
"352","coche","transporte",3
"353","coche","trapito",1
"354","coche","troca",2
"355","coche","vagoon",1
"356","coche","vehiiculo",3
"357","coche","viajar",2
"358","coche","viaje",2
"359","coche","volkswagen",1
"360","correr","abajo",1
"361","correr","acelerar",2
"362","correr","agotado",1
"363","correr","agua",1
"364","correr","alejar",1
"365","correr","apresurar",1
"366","correr","apurar",1
"367","correr","bailar",1
"368","correr","caliente",1
"369","correr","calle",1
"370","correr","caminar",8
"371","correr","caminata",1
"372","correr","cansado",10
"373","correr","cansancio",1
"374","correr","carrera",4
"375","correr","carro",1
"376","correr","ceesped",1
"377","correr","competicioon",2
"378","correr","corazoon",1
"379","correr","corregir",1
"380","correr","correo",1
"381","correr","deporte",5
"382","correr","dieta",1
"383","correr","distancia",1
"384","correr","divertido",1
"385","correr","dolor",1
"386","correr","ejecutar",1
"387","correr","ejercicio",18
"388","correr","empujoncito",1
"389","correr","energiia",1
"390","correr","flaco",1
"391","correr","fuera",1
"392","correr","fuerte",1
"393","correr","fuerza",1
"394","correr","fuutbol",1
"395","correr","galopar",1
"396","correr","gimnasio",1
"397","correr","juego",1
"398","correr","juegos oliimpicos",1
"399","correr","jugar",2
"400","correr","lejos",2
"401","correr","maratoon",1
"402","correr","mover",1
"403","correr","nike",1
"404","correr","ninno",1
"405","correr","oliimpico",1
"406","correr","parque",2
"407","correr","pasar",1
"408","correr","pie",2
"409","correr","pierna",2
"410","correr","pique",1
"411","correr","pista",1
"412","correr","praactica",1
"413","correr","raapido",8
"414","correr","rapidez",2
"415","correr","ropa",1
"416","correr","saltar",1
"417","correr","sano",1
"418","correr","sofocar",1
"419","correr","sol",2
"420","correr","speedy gonzalez",1
"421","correr","sudar",7
"422","correr","sudor",2
"423","correr","sudoracioon",1
"424","correr","tenis",1
"425","correr","tiempo",1
"426","correr","toalla",1
"427","correr","trotar",3
"428","correr","velocidad",1
"429","correr","viajar",1
"430","correr","viento",1
"431","correr","zapatilla",1
"432","correr","zapato",8
"433","familia","abrazo",1
"434","familia","abuela",2
"435","familia","abuelita",1
"436","familia","amigo",1
"437","familia","amor",7
"438","familia","asado",1
"439","familia","bendicioon",1
"440","familia","bondad",1
"441","familia","bonito",1
"442","familia","casa",7
"443","familia","chica",1
"444","familia","comida",3
"445","familia","complicado",1
"446","familia","confianza",1
"447","familia","confiar",1
"448","familia","conocimiento",1
"449","familia","cuidado",1
"450","familia","familiar",2
"451","familia","felicidad",1
"452","familia","grande",4
"453","familia","grupo",1
"454","familia","hermana",6
"455","familia","hermanito",1
"456","familia","hermano",8
"457","familia","hija",2
"458","familia","hijo",8
"459","familia","importante",1
"460","familia","inmediato",1
"461","familia","intrincado",1
"462","familia","juntos",3
"463","familia","linaje",1
"464","familia","madre",7
"465","familia","mamaa",17
"466","familia","menaje",1
"467","familia","navidad",1
"468","familia","ninno",2
"469","familia","padre",10
"470","familia","papaa",15
"471","familia","parentela",1
"472","familia","parentesco",1
"473","familia","patio",1
"474","familia","paz",1
"475","familia","peluche",1
"476","familia","perro",1
"477","familia","planta",1
"478","familia","relacionado",1
"479","familia","respeto",2
"480","familia","salud",1
"481","familia","sangre",1
"482","familia","separado",1
"483","familia","servicial",1
"484","familia","tiia",2
"485","familia","unido",2
"486","familia","variado",1
"487","familia","verdad",1
"488","familia","verde",1
"489","familia","viejo",1
"490","fresco","aarbol",2
"491","fresco","abanico",1
"492","fresco","afuera",2
"493","fresco","agradable",1
"494","fresco","agua",12
"495","fresco","aire",7
"496","fresco","atractivo",1
"497","fresco","azul",1
"498","fresco","bannado",1
"499","fresco","bebida",2
"500","fresco","brisa",1
"501","fresco","caliente",2
"502","fresco","carne",1
"503","fresco","chica",1
"504","fresco","clima",1
"505","fresco","comida",4
"506","fresco","delicioso",1
"507","fresco","dulce",3
"508","fresco","enfriar",1
"509","fresco","ensalada",1
"510","fresco","escarcha",1
"511","fresco","fiesta",1
"512","fresco","fresno",1
"513","fresco","friio",19
"514","fresco","frillo",1
"515","fresco","fruta",6
"516","fresco","fuera",1
"517","fresco","gota",1
"518","fresco","gusto",1
"519","fresco","helado",1
"520","fresco","hielo",3
"521","fresco","hierba",1
"522","fresco","horchata",1
"523","fresco","invierno",2
"524","fresco","jamaica",1
"525","fresco","jugo",5
"526","fresco","lavado",1
"527","fresco","lechuga",1
"528","fresco","limpio",2
"529","fresco","lindo",1
"530","fresco","lugar",1
"531","fresco","mamey",1
"532","fresco","mango",1
"533","fresco","mar",1
"534","fresco","meloon",1
"535","fresco","ninno",1
"536","fresco","noche",1
"537","fresco","nuevo",3
"538","fresco","ordenado",1
"539","fresco","otonno",1
"540","fresco","pan",1
"541","fresco","parque",1
"542","fresco","patio",1
"543","fresco","picnic",1
"544","fresco","pintura",3
"545","fresco","piscina",1
"546","fresco","playa",2
"547","fresco","primavera",1
"548","fresco","queso",8
"549","fresco","refrescante",3
"550","fresco","refresco",3
"551","fresco","saludable",1
"552","fresco","sandiia",1
"553","fresco","sereno",1
"554","fresco","soda",1
"555","fresco","suave",2
"556","fresco","taco",1
"557","fresco","tibio",1
"558","fresco","tranquilo",1
"559","fresco","verdura",1
"560","fresco","viento",3
"561","gasolina","aceite",1
"562","gasolina","ambiente",1
"563","gasolina","apestoso",1
"564","gasolina","ascete",1
"565","gasolina","auto",3
"566","gasolina","autobuus",1
"567","gasolina","automoovil",2
"568","gasolina","barato",1
"569","gasolina","bus",1
"570","gasolina","caliente",1
"571","gasolina","calle",2
"572","gasolina","camioneta",1
"573","gasolina","camioon",3
"574","gasolina","cancioon",1
"575","gasolina","carburante",1
"576","gasolina","caro",9
"577","gasolina","carrera",1
"578","gasolina","carro",33
"579","gasolina","cartera",1
"580","gasolina","chevron",1
"581","gasolina","coche",4
"582","gasolina","combustible",4
"583","gasolina","cortaceesped",1
"584","gasolina","costar",1
"585","gasolina","costco",1
"586","gasolina","costoso",3
"587","gasolina","daddy yankee",3
"588","gasolina","dar",1
"589","gasolina","diesel",1
"590","gasolina","dinero",6
"591","gasolina","energiia",1
"592","gasolina","feo",1
"593","gasolina","fuego",3
"594","gasolina","gas",2
"595","gasolina","gasolinera",4
"596","gasolina","gasolineriia",1
"597","gasolina","gasto",1
"598","gasolina","incendio",1
"599","gasolina","inflamable",1
"600","gasolina","liiquido",1
"601","gasolina","llenar",1
"602","gasolina","maas",1
"603","gasolina","milla",1
"604","gasolina","moto",3
"605","gasolina","motor",2
"606","gasolina","muusica",1
"607","gasolina","nafta",1
"608","gasolina","oler",1
"609","gasolina","olor",4
"610","gasolina","oxxo",1
"611","gasolina","parrilla",1
"612","gasolina","peligro",1
"613","gasolina","peligroso",3
"614","gasolina","pemex",1
"615","gasolina","petroleo",6
"616","gasolina","plata",1
"617","gasolina","raapido",1
"618","gasolina","reggaeton",1
"619","gasolina","tanque",3
"620","gasolina","tarjeta",1
"621","gasolina","tienda",1
"622","gasolina","tooxico",1
"623","gasolina","viaje",2
"624","ninna","abuela",1
"625","ninna","amable",1
"626","ninna","beba",1
"627","ninna","bebee",4
"628","ninna","bicicleta",1
"629","ninna","bonito",5
"630","ninna","cachete",1
"631","ninna","chamaca",1
"632","ninna","chavala",1
"633","ninna","chica",9
"634","ninna","chiquita",4
"635","ninna","cumpleannos",1
"636","ninna","dulce",1
"637","ninna","escuela",2
"638","ninna","femenina",2
"639","ninna","fresa",1
"640","ninna","grande",1
"641","ninna","gritar",1
"642","ninna","hembra",2
"643","ninna","hermana",4
"644","ninna","hija",10
"645","ninna","importante",1
"646","ninna","inocencia",1
"647","ninna","joven",7
"648","ninna","jovencita",1
"649","ninna","juguete",2
"650","ninna","lazo",1
"651","ninna","lindo",2
"652","ninna","llorona",1
"653","ninna","madre",1
"654","ninna","morra",1
"655","ninna","moza",1
"656","ninna","muchacha",3
"657","ninna","mujer",8
"658","ninna","munneca",5
"659","ninna","nena",1
"660","ninna","nieto",1
"661","ninna","ninno",14
"662","ninna","pastel",1
"663","ninna","pelo",4
"664","ninna","pequenno",12
"665","ninna","persona",1
"666","ninna","plebe",1
"667","ninna","prima",1
"668","ninna","princesa",1
"669","ninna","profesor",1
"670","ninna","proteger",1
"671","ninna","rosa",4
"672","ninna","rosado",1
"673","ninna","rosita",2
"674","ninna","sobrina",1
"675","ninna","trenza",1
"676","ninna","verano",1
"677","ninna","vestido",8
"678","ninna","zapato",1
"679","tierra","aarbol",3
"680","tierra","acre",1
"681","tierra","afuera",2
"682","tierra","agricultura",1
"683","tierra","agua",3
"684","tierra","aire",1
"685","tierra","amazonia",1
"686","tierra","animal",2
"687","tierra","arena",3
"688","tierra","atmoosfera",1
"689","tierra","belleza",1
"690","tierra","bonito",1
"691","tierra","bueno",1
"692","tierra","cafee",3
"693","tierra","campo",2
"694","tierra","cangrejo",1
"695","tierra","casa",2
"696","tierra","ceesped",1
"697","tierra","cielo",4
"698","tierra","comida",1
"699","tierra","costoso",1
"700","tierra","crecer",1
"701","tierra","encanto",1
"702","tierra","espacio",1
"703","tierra","extraterrestre",1
"704","tierra","familia",1
"705","tierra","feertil",1
"706","tierra","finca",1
"707","tierra","firme",1
"708","tierra","flor",5
"709","tierra","flora",1
"710","tierra","florero",1
"711","tierra","fruta",1
"712","tierra","gente",1
"713","tierra","globo",1
"714","tierra","grande",3
"715","tierra","gravedad",1
"716","tierra","gusano",2
"717","tierra","hierba",1
"718","tierra","hogar",1
"719","tierra","huumedo",1
"720","tierra","insecto",2
"721","tierra","jardiin",1
"722","tierra","lindo",1
"723","tierra","lodo",2
"724","tierra","mar",2
"725","tierra","marroon",1
"726","tierra","mata",1
"727","tierra","mugre",1
"728","tierra","mundo",4
"729","tierra","naturaleza",4
"730","tierra","nino",1
"731","tierra","oceeano",1
"732","tierra","paiis",2
"733","tierra","palo",1
"734","tierra","panteoon",1
"735","tierra","papeleo",1
"736","tierra","patria",1
"737","tierra","pescado",1
"738","tierra","piedra",1
"739","tierra","piso",1
"740","tierra","planeta",8
"741","tierra","planta",9
"742","tierra","playa",1
"743","tierra","polvo",1
"744","tierra","propiedad",2
"745","tierra","rancho",2
"746","tierra","regioon",1
"747","tierra","roca",2
"748","tierra","sedimento",1
"749","tierra","sol",1
"750","tierra","sucio",12
"751","tierra","suelo",4
"752","tierra","superficie",1
"753","tierra","terreno",4
"754","tierra","tropical",1
"755","tierra","vegetal",1
"756","tierra","verano",1
"757","tierra","verde",2
