ProlificID,Participant,Gender,Age,SpanL1,LangSpoken,Lang_0.5,Lang_6.12,Lang_13.18,Eng_classes,Eng_classes_time,Eng_classes_amount,Caregivers_speak_Eng,Eng_travel,Eng_country,Word,AssociateNumber,Orig_Response,Response,Response_Class,Relation_Type,Confidence,Comments,List,word_ID,translation,Block
5e725dcf29405c19725f071d,sp170,Female,19,Yes,English and Spanish,Spanish,English,English,Yes,High School ,2,Yes,Yes,"The U.S., I live there.",descuento,3,dinero,dinero,noun,,,,B,r2_sp_b9,discount,Span
5ca7f2865b15610012dad220,sp171,Female,28,Yes,"Spanish, English",Spanish,Spanish/English,Spanish/English,Yes,High School,2,No,No,,descuento,3,ropa ,ropa,noun,,,,B,r2_sp_b9,discount,Span
5e64d945ec868d24d7b808cd,sp172,Female,29,Yes,Spanish and English,2,2,2,Yes,Elementary to college,4,Yes,No,,descuento,3,menos,menos,adjective,,,,B,r2_sp_b9,discount,Span
5ed03062ab3ebc103e60edea,sp173,Female,22,Yes,2,Spanish/english,Spanish/english,spanish/english,Yes,Highschool and college,15,Yes,Yes,"America, 22 years",descuento,3,tienda,tienda,noun,,,,B,r2_sp_b9,discount,Span
5ed9b3f940591e54cabb0c24,sp174,Male,22,Yes,"English, Spanish",Spanish/English,English/Spanish,English/Spanish,Yes,Highschool and College,1 semester every 2 years,Yes,No,,descuento,3,comprando,comprar,verb,,,,B,r2_sp_b9,discount,Span
60c28e1fd64a69dd5563fa95,sp175,Female,35,Yes,"english, spanish",spanish,"english, spanish","english, spanish",No,,,Yes,No,,descuento,3,cupon,cupon,noun,,,,B,r2_sp_b9,discount,Span
5afa9aef33b0ee00011eff91,sp176,Male,27,Yes,"English, Spanish",1,2,2,Yes,elementary school,3,No,Yes,"USA, for life 27 years",descuento,3,barata,barata,noun,,,,B,r2_sp_b9,discount,Span
605c1ae33410f8d3c51ee618,sp177,Male,20,Yes,"English, Spanish",,,,No,,,No,No,,descuento,3,Mitad,mitad,noun,,,,B,r2_sp_b9,discount,Span
545d6768fdf99b7f9fca24e3,sp178,Male,23,Yes,"English , Spanish",Spanish,"English , Spanish","English , Spanish",Yes,Elementary School,18 years,No,Yes,Canada for 3 months,descuento,3,tienda,tienda,noun,,,,B,r2_sp_b9,discount,Span
5c224f5289f0350001738d48,sp179,Female,29,Yes,"Spanish, English",Spanish,Spanish,Spanish and English,Yes,"elementary school, middle, high school and college",15,Yes,No,,descuento,3,barato,barato,adjective,,,,B,r2_sp_b9,discount,Span
5fe3f539dd8cf10e7d545231,sp180,Male,30,Yes,"spanish, english",spanish,spanish/english,spanish/english,No,,,Yes,Yes,"america, born and raised here",descuento,3,compras,compra,noun,,,,B,r2_sp_b9,discount,Span
5eaf76ae6665cc671414ab73,sp181,Female,33,Yes,english and spanish,spanish,spanish and english,spanish and english,Yes,kindergarten was an ESOL class then I had regular classes,"I guess the one year and then just going to school, everything was in English",No,No,,descuento,3,mercancia,mercancia,noun,,,,B,r2_sp_b9,discount,Span
5ff665fca89e1b2184bb1281,sp182,Male,22,Yes,English Spanish Japanese,Spanish,Spanish English,Spanish English Japanese,Yes,elementary school and middle school,2 years,No,Yes,"United States, live there now, 12 years",descuento,3,dinero,dinero,noun,,,,B,r2_sp_b9,discount,Span
5efbea54f909111ac14c044e,sp183,Female,18,Yes,spanish and english ,spanish,spanish,spanish ,Yes,elementary school,3 years,No,Yes,America since I was 3 and I currently live here,descuento,3,lie,to_lie,verb,,,Eng,B,r2_sp_b9,discount,Span
5e581dfc64a1e402645e74f6,sp184,Male,25,Yes,"English, Spanish","English, Spanish","English, Spanish","English, Spanish",No,,,Yes,No,,descuento,3,Feliz,feliz,adjective,,,,B,r2_sp_b9,discount,Span
5ee3fbb98976fc0f59fe2939,sp185,Male,21,Yes,English and Spanish,Spanish,Spanish,Spanish,Yes,"Elementary, Middle and High School",Every year of school,No,No,,descuento,3,ropa,ropa,noun,,,,B,r2_sp_b9,discount,Span
5eefcc4bf64ab12846a5e671,sp186,Male,22,Yes,"english, spanish",spanish,"spanish, english","spanish, english",Yes,elementary school ,15 years,No,No,,descuento,3,dinero,dinero,noun,,,,B,r2_sp_b9,discount,Span
5e833f5f1c2101060233d313,sp187,Female,35,Yes,English/ Spanish,English/Spanish,English/Spanish,English/Spanish,Yes,"High school,  college",15,Yes,Yes,America,descuento,3,De compras,compra,noun,,,,B,r2_sp_b9,discount,Span
5cc8f511f24f6c001c1692a9,sp188,Male,30,Yes,"English, Spanish",Spanish,Spanish and english,Spanish and english,No,,,Yes,No,,descuento,3,Comida,comida,noun,,,,B,r2_sp_b9,discount,Span
60becfb7c9d39699c7d43b2a,sp189,Female,24,Yes,"Spanish, English, Portuguese",Spanish,Spanish,Spanish,Yes,Elementary and middle school,8 years,Yes,No,,descuento,3,Viejo,viejo,adjective,,,,B,r2_sp_b9,discount,Span
5f12c0fb473aec0cea5fdb8c,sp190,Female,19,Yes,"Spanish, English",Spanish,english/Spanish,English/Spanish,No,,,No,No,,descuento,3,ropa,ropa,noun,,,,B,r2_sp_b9,discount,Span
5e97ed55c890682bed3efa6a,sp191,Female,19,Yes,english and spanish,spanish,english and spanish,english and spanish,Yes,High school and college,"Umm, around 2 years",Yes,Yes,"United States, for 3 months",descuento,3,banco,banco,noun,,,,B,r2_sp_b9,discount,Span
60b6f703f8bf5e53eac7ea44,sp192,Female,26,Yes,English and Spanish,1,2,2,Yes,preschool,12,Yes,Yes,United States,descuento,3,dinero,dinero,noun,,,,B,r2_sp_b9,discount,Span
5f5134ae05affe3321461176,sp193,Male,25,Yes,"Spanish, English",Spanish,Spanish,Spanish,Yes,Starting in primary school and every year until graduating high school.,about 15 years,Yes,Yes,"I live in the USA, have lived here my whole life (25 years)",descuento,3,ropa,ropa,noun,,,,B,r2_sp_b9,discount,Span
5ed7457782922d1b68720ba5,sp194,Female,24,Yes,English and Spanish ,spanish ,English and Spanish ,English and Spanish ,No,,,No,Yes,USA 22years ,descuento,3,rebaja,rebaja,noun,,,,B,r2_sp_b9,discount,Span
5f5bf7133817c03d6ec9ef04,sp195,Female,23,Yes,English and Spanish,"English, Spanish","English, Spanish","English, Spanish",Yes,elementary,1 year,No,No,,descuento,3,tienda,tienda,noun,,,,B,r2_sp_b9,discount,Span
5e58b3e415b8d40b5e1dabf1,sp196,Male,21,Yes,english and spanish ,spanish,english,english,No,,,Yes,Yes,united states ,descuento,3,comprar,comprar,verb,,,,B,r2_sp_b9,discount,Span
5fc062185c4bc35066e71d5d,sp197,Male,22,Yes,english and spanish,spanish,english and spanish,english and spanish,No,,,Yes,No,,descuento,3,credito,credito,noun,,,,B,r2_sp_b9,discount,Span
5fe3e85812f16c13abed7294,sp198,Male,20,Yes,"English, Spanish",Spanish,"Spanish, English","Spanish, English",Yes,"K-8, highschool, college",15,Yes,Yes,"United States, 20 years",descuento,3,tienda,tienda,noun,,,,B,r2_sp_b9,discount,Span
59d5c894c732930001d88b5e,sp199,Male,28,Yes,"Spanish, English, Italian",Spanish,Spanish/English,Spanish/English,Yes,"Elementary, Middle, and High School",12+ years,No,Yes,The United Kingdom for a week,descuento,3,remover,remover,verb,,,,B,r2_sp_b9,discount,Span
5f1b95a56ab2853a4ddf6b25,sp150,Male,26,Yes,Spanish and English,Spanish,Spanish,Spanish,No,,,No,Yes,USA for about a year.,medicina,1,salud,salud,noun,,,,B,r2_sp_b10,medicine,Span
60b9b0f2400b752136bc6e76,sp151,Female,32,Yes,English and Spanish,spanish,spanish,spanish,Yes,high school,5 years,No,Yes,"United States, I live here now",medicina,1,dolor,dolor,noun,,,,B,r2_sp_b10,medicine,Span
Demig0503,sp152,Female,26,Yes,English Spanish ,English Spanish ,English Spanish,English Spanish,Yes,High school college,2 semesters,Yes,No,,medicina,1,Doctor,doctor,noun,,,,B,r2_sp_b10,medicine,Span
606f9ee3ab30d6b83434aaaf,sp153,Male,26,Yes,"English, Spanish",Spanish,Spanish,Spanish,Yes,"Middle, high school, college",10 years,Yes,No,,medicina,1,Salud,salud,noun,,,,B,r2_sp_b10,medicine,Span
5f86254b9b191d16bf6ac852,sp154,Male,19,Yes,"English, Spanish ",2,,,Yes,high school,2 semesters,Yes,Yes,"Nevada, 10 years",medicina,1,doctora,doctor,noun,,,,B,r2_sp_b10,medicine,Span
60bc04f9289aaf8721d1af04,sp155,Male,23,Yes,"English, Spanish, and French.",Spanish,Spanish and English,Spanish and English,No,,,No,No,,medicina,1,doctor,doctor,noun,,,,B,r2_sp_b10,medicine,Span
60a3f90d9e2e29f6d67ccb7c,sp156,Female,28,Yes,"spanish, English, little French",spanish/english,spanish/english,spanish/english,Yes,elementary,2,No,No,,medicina,1,doctor,doctor,noun,,,,B,r2_sp_b10,medicine,Span
5bc58e485c25130001f36ce9,sp157,Female,31,Yes,"Spanish, English",Spanish,Spanish,Spanish,Yes,elementary school throughout college,96 semesters/16 years,No,Yes,"USA... I still live here, so almost 10 years",medicina,1,enfermedad,enfermedad,noun,,,,B,r2_sp_b10,medicine,Span
6024acb4dcc5d61d2ace8d7e,sp158,Female,24,Yes,"English, Spanish",Spanish,"English, Spanish","English, Spanish",No,,,Yes,No,,medicina,1,doctor,doctor,noun,,,,B,r2_sp_b10,medicine,Span
607e642f86ef6414cacd65c9,sp159,Female,19,Yes,English and Spanish,Spanish,Spanish,Spanish,Yes,"Elementary, Middle School, High School, College",14 years,Yes,Yes,United States; I live here,medicina,1,pastillas,pastilla,noun,,,,B,r2_sp_b10,medicine,Span
5f8ace97dc6a6c182f151808,sp160,Female,19,Yes,Spanish and English ,Spanish/ English,Spanish/ English,Spanish / English,Yes,High School,2,No,No,,medicina,1,Enferma,enfermo,adjective,,,,B,r2_sp_b10,medicine,Span
5de35323e4f42a36c8d26547,sp161,Female,21,Yes,"Spanish, English, German",Spanish,Spanish,Spanish,Yes,high school,7,No,Yes,USA all my life,medicina,1,tomar,tomar,verb,,,,B,r2_sp_b10,medicine,Span
600e4b64261ebc6d6938fc1c,sp162,Male,22,Yes,"spanish, english",1,2,2,No,,,Yes,Yes,"mexico, 3 months",medicina,1,doctor,doctor,noun,,,,B,r2_sp_b10,medicine,Span
603c16d995a5a09183b7f19b,sp163,Female,25,Yes,spanish and english,spanish,spanish,spanish,No,,,No,No,,medicina,1,ayuda,ayuda,noun,,,,B,r2_sp_b10,medicine,Span
5f48739bc185c23344011d31,sp164,Female,22,Yes,"English, Spanish ","English, Spanish ","English, Spanish ","English, Spanish ",Yes,high scool,4-Aug,No,No,,medicina,1,doctor,doctor,noun,,,,B,r2_sp_b10,medicine,Span
60c000b635cd8d9bcfcf69d0,sp165,Male,22,Yes,English and Spanish,Spanish + English,English + Spanish,English + Spanish,Yes,"elementary, middle and high school","24 semesters/ (2 semesters per year until graduation, 12 grades)",Yes,No,,medicina,1,Amoxicilina,amoxicilina,noun,,,,B,r2_sp_b10,medicine,Span
5f12df500a46a627f2c4abfb,sp166,Male,22,Yes,English and Spanish,Spanish,Spanish,Spanish and English,Yes,When I started going to school,17 (regular school classes),No,No,,medicina,1,hospital,hospital,noun,,,,B,r2_sp_b10,medicine,Span
60c09c86bd96bd3049484844,sp167,Female,25,Yes,"Spanish, English",Spanish,Spanish,Spanish,Yes,Elementary to college,My whole life.,No,No,,medicina,1,hierbas,hierba,noun,,,,B,r2_sp_b10,medicine,Span
5c28577a70d93a000121208e,sp168,Female,28,Yes,"English, Spanish",Spanish,"Spanish, English","Spanish, English",Yes,high school,4,Yes,No,,medicina,1,doctor,doctor,noun,,,,B,r2_sp_b10,medicine,Span
5bc53f8cee01b70001b0b0c2,sp169,Female,22,Yes,English and Spanish,2,2,2,No,,,Yes,Yes,US and 3/4 of my life,medicina,1,doctor,doctor,noun,,,,B,r2_sp_b10,medicine,Span
5e725dcf29405c19725f071d,sp170,Female,19,Yes,English and Spanish,Spanish,English,English,Yes,High School ,2,Yes,Yes,"The U.S., I live there.",medicina,1,doctor,doctor,noun,,,,B,r2_sp_b10,medicine,Span
5ca7f2865b15610012dad220,sp171,Female,28,Yes,"Spanish, English",Spanish,Spanish/English,Spanish/English,Yes,High School,2,No,No,,medicina,1,malo,malo,adjective,,,,B,r2_sp_b10,medicine,Span
5e64d945ec868d24d7b808cd,sp172,Female,29,Yes,Spanish and English,2,2,2,Yes,Elementary to college,4,Yes,No,,medicina,1,enfermeria,enfermeria,noun,,,,B,r2_sp_b10,medicine,Span
5ed03062ab3ebc103e60edea,sp173,Female,22,Yes,2,Spanish/english,Spanish/english,spanish/english,Yes,Highschool and college,15,Yes,Yes,"America, 22 years",medicina,1,enfermo,enfermo,adjective,,,,B,r2_sp_b10,medicine,Span
5ed9b3f940591e54cabb0c24,sp174,Male,22,Yes,"English, Spanish",Spanish/English,English/Spanish,English/Spanish,Yes,Highschool and College,1 semester every 2 years,Yes,No,,medicina,1,doctor,doctor,noun,,,,B,r2_sp_b10,medicine,Span
60c28e1fd64a69dd5563fa95,sp175,Female,35,Yes,"english, spanish",spanish,"english, spanish","english, spanish",No,,,Yes,No,,medicina,1,doctor,doctor,noun,,,,B,r2_sp_b10,medicine,Span
5afa9aef33b0ee00011eff91,sp176,Male,27,Yes,"English, Spanish",1,2,2,Yes,elementary school,3,No,Yes,"USA, for life 27 years",medicina,1,medico,medico,noun,,,,B,r2_sp_b10,medicine,Span
605c1ae33410f8d3c51ee618,sp177,Male,20,Yes,"English, Spanish",,,,No,,,No,No,,medicina,1,Remedio,remedio,noun,,,,B,r2_sp_b10,medicine,Span
545d6768fdf99b7f9fca24e3,sp178,Male,23,Yes,"English , Spanish",Spanish,"English , Spanish","English , Spanish",Yes,Elementary School,18 years,No,Yes,Canada for 3 months,medicina,1,salud,salud,noun,,,,B,r2_sp_b10,medicine,Span
5c224f5289f0350001738d48,sp179,Female,29,Yes,"Spanish, English",Spanish,Spanish,Spanish and English,Yes,"elementary school, middle, high school and college",15,Yes,No,,medicina,1,doctor,doctor,noun,,,,B,r2_sp_b10,medicine,Span
5fe3f539dd8cf10e7d545231,sp180,Male,30,Yes,"spanish, english",spanish,spanish/english,spanish/english,No,,,Yes,Yes,"america, born and raised here",medicina,1,salud,salud,noun,,,,B,r2_sp_b10,medicine,Span
5eaf76ae6665cc671414ab73,sp181,Female,33,Yes,english and spanish,spanish,spanish and english,spanish and english,Yes,kindergarten was an ESOL class then I had regular classes,"I guess the one year and then just going to school, everything was in English",No,No,,medicina,1,enferma,enfermo,adjective,,,,B,r2_sp_b10,medicine,Span
5ff665fca89e1b2184bb1281,sp182,Male,22,Yes,English Spanish Japanese,Spanish,Spanish English,Spanish English Japanese,Yes,elementary school and middle school,2 years,No,Yes,"United States, live there now, 12 years",medicina,1,doctor,doctor,noun,,,,B,r2_sp_b10,medicine,Span
5efbea54f909111ac14c044e,sp183,Female,18,Yes,spanish and english ,spanish,spanish,spanish ,Yes,elementary school,3 years,No,Yes,America since I was 3 and I currently live here,medicina,1,doctor,doctor,noun,,,,B,r2_sp_b10,medicine,Span
5e581dfc64a1e402645e74f6,sp184,Male,25,Yes,"English, Spanish","English, Spanish","English, Spanish","English, Spanish",No,,,Yes,No,,medicina,1,Salvo,salvo,adjective,,,,B,r2_sp_b10,medicine,Span
5ee3fbb98976fc0f59fe2939,sp185,Male,21,Yes,English and Spanish,Spanish,Spanish,Spanish,Yes,"Elementary, Middle and High School",Every year of school,No,No,,medicina,1,doctor,doctor,noun,,,,B,r2_sp_b10,medicine,Span
5eefcc4bf64ab12846a5e671,sp186,Male,22,Yes,"english, spanish",spanish,"spanish, english","spanish, english",Yes,elementary school ,15 years,No,No,,medicina,1,doctor ,doctor,noun,,,,B,r2_sp_b10,medicine,Span
5e833f5f1c2101060233d313,sp187,Female,35,Yes,English/ Spanish,English/Spanish,English/Spanish,English/Spanish,Yes,"High school,  college",15,Yes,Yes,America,medicina,1,Químico ,quimico,unclear,,,,B,r2_sp_b10,medicine,Span
5cc8f511f24f6c001c1692a9,sp188,Male,30,Yes,"English, Spanish",Spanish,Spanish and english,Spanish and english,No,,,Yes,No,,medicina,1,Salud,salud,noun,,,,B,r2_sp_b10,medicine,Span
60becfb7c9d39699c7d43b2a,sp189,Female,24,Yes,"Spanish, English, Portuguese",Spanish,Spanish,Spanish,Yes,Elementary and middle school,8 years,Yes,No,,medicina,1,Salud,salud,noun,,,,B,r2_sp_b10,medicine,Span
5f12c0fb473aec0cea5fdb8c,sp190,Female,19,Yes,"Spanish, English",Spanish,english/Spanish,English/Spanish,No,,,No,No,,medicina,1,vitamina,vitamina,noun,,,,B,r2_sp_b10,medicine,Span
5e97ed55c890682bed3efa6a,sp191,Female,19,Yes,english and spanish,spanish,english and spanish,english and spanish,Yes,High school and college,"Umm, around 2 years",Yes,Yes,"United States, for 3 months",medicina,1,daño,dano,noun,,,,B,r2_sp_b10,medicine,Span
60b6f703f8bf5e53eac7ea44,sp192,Female,26,Yes,English and Spanish,1,2,2,Yes,preschool,12,Yes,Yes,United States,medicina,1,enfermo,enfermo,adjective,,,,B,r2_sp_b10,medicine,Span
5f5134ae05affe3321461176,sp193,Male,25,Yes,"Spanish, English",Spanish,Spanish,Spanish,Yes,Starting in primary school and every year until graduating high school.,about 15 years,Yes,Yes,"I live in the USA, have lived here my whole life (25 years)",medicina,1,marihuana,marihuana,noun,,,,B,r2_sp_b10,medicine,Span
5ed7457782922d1b68720ba5,sp194,Female,24,Yes,English and Spanish ,spanish ,English and Spanish ,English and Spanish ,No,,,No,Yes,USA 22years ,medicina,1,doctor,doctor,noun,,,,B,r2_sp_b10,medicine,Span
5f5bf7133817c03d6ec9ef04,sp195,Female,23,Yes,English and Spanish,"English, Spanish","English, Spanish","English, Spanish",Yes,elementary,1 year,No,No,,medicina,1,doctor,doctor,noun,,,,B,r2_sp_b10,medicine,Span
5e58b3e415b8d40b5e1dabf1,sp196,Male,21,Yes,english and spanish ,spanish,english,english,No,,,Yes,Yes,united states ,medicina,1,doctor,doctor,noun,,,,B,r2_sp_b10,medicine,Span
5fc062185c4bc35066e71d5d,sp197,Male,22,Yes,english and spanish,spanish,english and spanish,english and spanish,No,,,Yes,No,,medicina,1,farmacia,farmacia,noun,,,,B,r2_sp_b10,medicine,Span
5fe3e85812f16c13abed7294,sp198,Male,20,Yes,"English, Spanish",Spanish,"Spanish, English","Spanish, English",Yes,"K-8, highschool, college",15,Yes,Yes,"United States, 20 years",medicina,1,enfermera,enfermero,noun,,,,B,r2_sp_b10,medicine,Span
59d5c894c732930001d88b5e,sp199,Male,28,Yes,"Spanish, English, Italian",Spanish,Spanish/English,Spanish/English,Yes,"Elementary, Middle, and High School",12+ years,No,Yes,The United Kingdom for a week,medicina,1,aspirina,aspirina,noun,,,,B,r2_sp_b10,medicine,Span
5f1b95a56ab2853a4ddf6b25,sp150,Male,26,Yes,Spanish and English,Spanish,Spanish,Spanish,No,,,No,Yes,USA for about a year.,medicina,2,edad,edad,noun,,,,B,r2_sp_b10,medicine,Span
60b9b0f2400b752136bc6e76,sp151,Female,32,Yes,English and Spanish,spanish,spanish,spanish,Yes,high school,5 years,No,Yes,"United States, I live here now",medicina,2,doctor,doctor,noun,,,,B,r2_sp_b10,medicine,Span
Demig0503,sp152,Female,26,Yes,English Spanish ,English Spanish ,English Spanish,English Spanish,Yes,High school college,2 semesters,Yes,No,,medicina,2,Enfermo,enfermo,adjective,,,,B,r2_sp_b10,medicine,Span
606f9ee3ab30d6b83434aaaf,sp153,Male,26,Yes,"English, Spanish",Spanish,Spanish,Spanish,Yes,"Middle, high school, college",10 years,Yes,No,,medicina,2,Cura,cura,noun,,,,B,r2_sp_b10,medicine,Span
5f86254b9b191d16bf6ac852,sp154,Male,19,Yes,"English, Spanish ",2,,,Yes,high school,2 semesters,Yes,Yes,"Nevada, 10 years",medicina,2,covid,covid,noun,,,,B,r2_sp_b10,medicine,Span
60bc04f9289aaf8721d1af04,sp155,Male,23,Yes,"English, Spanish, and French.",Spanish,Spanish and English,Spanish and English,No,,,No,No,,medicina,2,enfermo,enfermo,adjective,,,,B,r2_sp_b10,medicine,Span
60a3f90d9e2e29f6d67ccb7c,sp156,Female,28,Yes,"spanish, English, little French",spanish/english,spanish/english,spanish/english,Yes,elementary,2,No,No,,medicina,2,alivio,alivio,noun,,,,B,r2_sp_b10,medicine,Span
5bc58e485c25130001f36ce9,sp157,Female,31,Yes,"Spanish, English",Spanish,Spanish,Spanish,Yes,elementary school throughout college,96 semesters/16 years,No,Yes,"USA... I still live here, so almost 10 years",medicina,2,curarse,curar,verb,,,,B,r2_sp_b10,medicine,Span
6024acb4dcc5d61d2ace8d7e,sp158,Female,24,Yes,"English, Spanish",Spanish,"English, Spanish","English, Spanish",No,,,Yes,No,,medicina,2,vacuna,vacuna,noun,,,,B,r2_sp_b10,medicine,Span
607e642f86ef6414cacd65c9,sp159,Female,19,Yes,English and Spanish,Spanish,Spanish,Spanish,Yes,"Elementary, Middle School, High School, College",14 years,Yes,Yes,United States; I live here,medicina,2,doctor,doctor,noun,,,,B,r2_sp_b10,medicine,Span
5f8ace97dc6a6c182f151808,sp160,Female,19,Yes,Spanish and English ,Spanish/ English,Spanish/ English,Spanish / English,Yes,High School,2,No,No,,medicina,2,Pildora,pildora,noun,,,,B,r2_sp_b10,medicine,Span
5de35323e4f42a36c8d26547,sp161,Female,21,Yes,"Spanish, English, German",Spanish,Spanish,Spanish,Yes,high school,7,No,Yes,USA all my life,medicina,2,salud,salud,noun,,,,B,r2_sp_b10,medicine,Span
600e4b64261ebc6d6938fc1c,sp162,Male,22,Yes,"spanish, english",1,2,2,No,,,Yes,Yes,"mexico, 3 months",medicina,2,hospital,hospital,noun,,,,B,r2_sp_b10,medicine,Span
603c16d995a5a09183b7f19b,sp163,Female,25,Yes,spanish and english,spanish,spanish,spanish,No,,,No,No,,medicina,2,cura,cura,noun,,,,B,r2_sp_b10,medicine,Span
5f48739bc185c23344011d31,sp164,Female,22,Yes,"English, Spanish ","English, Spanish ","English, Spanish ","English, Spanish ",Yes,high scool,4-Aug,No,No,,medicina,2,hospital,hospital,noun,,,,B,r2_sp_b10,medicine,Span
60c000b635cd8d9bcfcf69d0,sp165,Male,22,Yes,English and Spanish,Spanish + English,English + Spanish,English + Spanish,Yes,"elementary, middle and high school","24 semesters/ (2 semesters per year until graduation, 12 grades)",Yes,No,,medicina,2,taza,taza,noun,,,,B,r2_sp_b10,medicine,Span
5f12df500a46a627f2c4abfb,sp166,Male,22,Yes,English and Spanish,Spanish,Spanish,Spanish and English,Yes,When I started going to school,17 (regular school classes),No,No,,medicina,2,doctor,doctor,noun,,,,B,r2_sp_b10,medicine,Span
60c09c86bd96bd3049484844,sp167,Female,25,Yes,"Spanish, English",Spanish,Spanish,Spanish,Yes,Elementary to college,My whole life.,No,No,,medicina,2,medicamentos,medicamento,noun,,,,B,r2_sp_b10,medicine,Span
5c28577a70d93a000121208e,sp168,Female,28,Yes,"English, Spanish",Spanish,"Spanish, English","Spanish, English",Yes,high school,4,Yes,No,,medicina,2,farmacia,farmacia,noun,,,,B,r2_sp_b10,medicine,Span
5bc53f8cee01b70001b0b0c2,sp169,Female,22,Yes,English and Spanish,2,2,2,No,,,Yes,Yes,US and 3/4 of my life,medicina,2,prescripcion,prescripcion,noun,,,,B,r2_sp_b10,medicine,Span
5e725dcf29405c19725f071d,sp170,Female,19,Yes,English and Spanish,Spanish,English,English,Yes,High School ,2,Yes,Yes,"The U.S., I live there.",medicina,2,farmacia,farmacia,noun,,,,B,r2_sp_b10,medicine,Span
5ca7f2865b15610012dad220,sp171,Female,28,Yes,"Spanish, English",Spanish,Spanish/English,Spanish/English,Yes,High School,2,No,No,,medicina,2,doctor,doctor,noun,,,,B,r2_sp_b10,medicine,Span
5e64d945ec868d24d7b808cd,sp172,Female,29,Yes,Spanish and English,2,2,2,Yes,Elementary to college,4,Yes,No,,medicina,2,hospicio,hospicio,noun,,,,B,r2_sp_b10,medicine,Span
5ed03062ab3ebc103e60edea,sp173,Female,22,Yes,2,Spanish/english,Spanish/english,spanish/english,Yes,Highschool and college,15,Yes,Yes,"America, 22 years",medicina,2,cansado,cansado,adjective,,,,B,r2_sp_b10,medicine,Span
5ed9b3f940591e54cabb0c24,sp174,Male,22,Yes,"English, Spanish",Spanish/English,English/Spanish,English/Spanish,Yes,Highschool and College,1 semester every 2 years,Yes,No,,medicina,2,hospital,hospital,noun,,,,B,r2_sp_b10,medicine,Span
60c28e1fd64a69dd5563fa95,sp175,Female,35,Yes,"english, spanish",spanish,"english, spanish","english, spanish",No,,,Yes,No,,medicina,2,temperatura,temperatura,noun,,,,B,r2_sp_b10,medicine,Span
5afa9aef33b0ee00011eff91,sp176,Male,27,Yes,"English, Spanish",1,2,2,Yes,elementary school,3,No,Yes,"USA, for life 27 years",medicina,2,pastillas,pastilla,noun,,,,B,r2_sp_b10,medicine,Span
605c1ae33410f8d3c51ee618,sp177,Male,20,Yes,"English, Spanish",,,,No,,,No,No,,medicina,2,Medicamento ,medicamento,noun,,,,B,r2_sp_b10,medicine,Span
545d6768fdf99b7f9fca24e3,sp178,Male,23,Yes,"English , Spanish",Spanish,"English , Spanish","English , Spanish",Yes,Elementary School,18 years,No,Yes,Canada for 3 months,medicina,2,caro,caro,adjective,,,,B,r2_sp_b10,medicine,Span
5c224f5289f0350001738d48,sp179,Female,29,Yes,"Spanish, English",Spanish,Spanish,Spanish and English,Yes,"elementary school, middle, high school and college",15,Yes,No,,medicina,2,dinero,dinero,noun,,,,B,r2_sp_b10,medicine,Span
5fe3f539dd8cf10e7d545231,sp180,Male,30,Yes,"spanish, english",spanish,spanish/english,spanish/english,No,,,Yes,Yes,"america, born and raised here",medicina,2,enfermo,enfermo,adjective,,,,B,r2_sp_b10,medicine,Span
5eaf76ae6665cc671414ab73,sp181,Female,33,Yes,english and spanish,spanish,spanish and english,spanish and english,Yes,kindergarten was an ESOL class then I had regular classes,"I guess the one year and then just going to school, everything was in English",No,No,,medicina,2,doctor,doctor,noun,,,,B,r2_sp_b10,medicine,Span
5ff665fca89e1b2184bb1281,sp182,Male,22,Yes,English Spanish Japanese,Spanish,Spanish English,Spanish English Japanese,Yes,elementary school and middle school,2 years,No,Yes,"United States, live there now, 12 years",medicina,2,dinero,dinero,noun,,,,B,r2_sp_b10,medicine,Span
5efbea54f909111ac14c044e,sp183,Female,18,Yes,spanish and english ,spanish,spanish,spanish ,Yes,elementary school,3 years,No,Yes,America since I was 3 and I currently live here,medicina,2,pharmacy ,pharmacy,noun,,,Eng,B,r2_sp_b10,medicine,Span
5e581dfc64a1e402645e74f6,sp184,Male,25,Yes,"English, Spanish","English, Spanish","English, Spanish","English, Spanish",No,,,Yes,No,,medicina,2,Mejor,mejor,adjective,,,,B,r2_sp_b10,medicine,Span
5ee3fbb98976fc0f59fe2939,sp185,Male,21,Yes,English and Spanish,Spanish,Spanish,Spanish,Yes,"Elementary, Middle and High School",Every year of school,No,No,,medicina,2,salud,salud,noun,,,,B,r2_sp_b10,medicine,Span
5eefcc4bf64ab12846a5e671,sp186,Male,22,Yes,"english, spanish",spanish,"spanish, english","spanish, english",Yes,elementary school ,15 years,No,No,,medicina,2,enfermera,enfermero,noun,,,,B,r2_sp_b10,medicine,Span
5e833f5f1c2101060233d313,sp187,Female,35,Yes,English/ Spanish,English/Spanish,English/Spanish,English/Spanish,Yes,"High school,  college",15,Yes,Yes,America,medicina,2,Dosis ,dosis,noun,,,,B,r2_sp_b10,medicine,Span
5cc8f511f24f6c001c1692a9,sp188,Male,30,Yes,"English, Spanish",Spanish,Spanish and english,Spanish and english,No,,,Yes,No,,medicina,2,Mejorar,mejorar,verb,,,,B,r2_sp_b10,medicine,Span
