Participant,Gender,Age,SpanL1,LangSpoken,Lang_0.5,Lang_6.12,Lang_13.18,Eng_classes,Eng_classes_time,Eng_classes_amount,Caregivers_speak_Eng,Eng_travel,Eng_country,Word,word_lemma,AssociateNumber,Orig_Response,Response,Response_lemma,Response_Class,Relation_Type,Confidence,Comments,List,word_ID,translation,Block
sp111,Female,34,Yes,"Spanish, English",Spanish,Spanish,Spanish,Yes,High school,4,Yes,Yes,USA. 4 years,broom,,3,Mop,mop,,noun,NA,NA,NA,A,r2_en_a3,escoba,Eng
sp112,Female,19,Yes,english and spanish,2,2,2,No,,,Yes,Yes,I live in an English speaking country,broom,,3,dust,dust,,noun,NA,NA,NA,A,r2_en_a3,escoba,Eng
sp113,Female,24,Yes,spanish and english,spanish,spanish and english,both,No,,,No,No,,broom,,3,long,long,,adjective,NA,NA,NA,A,r2_en_a3,escoba,Eng
sp114,Female,21,Yes,"spanish, english, french ",spanish,"english, spanish","spanish, english, french",Yes,elementary school,12,Yes,Yes,United States,broom,,3,supplies,supply,,noun,NA,NA,NA,A,r2_en_a3,escoba,Eng
sp115,Male,25,Yes,English and Spanish,English and Spanish,English and Spanish,English and Spanish,Yes,"Elementary, middle school, high school, college",12,No,No,,broom,,3,witch,witch,,noun,NA,NA,NA,A,r2_en_a3,escoba,Eng
sp116,Male,20,Yes,"English, Spanish",1,1,1,Yes,Elementary ,1,Yes,Yes,"United States, I live here now",broom,,3,helpful,helpful,,adjective,NA,NA,NA,A,r2_en_a3,escoba,Eng
sp117,Female,19,Yes,"Spanish, english","Spanish, english","Spanish, english","Spanish, english",Yes,"Elementary, middle and high school",10 years,Yes,Yes,USA,broom,,3,Floor,floor,,noun,NA,NA,NA,A,r2_en_a3,escoba,Eng
sp118,Female,21,Yes,english,spanish,english,english,No,,,Yes,No,,broom,,3,witch,witch,,noun,NA,NA,NA,A,r2_en_a3,escoba,Eng
sp119,Male,21,Yes,"English, spanish, french",Spanish,Spanish,Spanish,Yes,Middle school,7 years,No,Yes,The US and Canada ,broom,,3,Mop,mop,,noun,NA,NA,NA,A,r2_en_a3,escoba,Eng
sp120,Female,19,Yes,Spanish + English ,Spanish,"Spanish, English ","Spanish, English ",No,,,Yes,Yes,USA whole life,broom,,3,Dirt,dirt,,noun,NA,NA,NA,A,r2_en_a3,escoba,Eng
sp121,Female,26,Yes,Spanish and English,Spanish,Spanish,Spanish,No,,,Yes,No,,broom,,3,cleaning,cleaning,,unclear,NA,NA,NA,A,r2_en_a3,escoba,Eng
sp122,Male,31,Yes,"English, Spanish","Spanish, English","Spanish, English","Spanish, English",No,,,Yes,No,,broom,,3,Company,company,,noun,NA,NA,NA,A,r2_en_a3,escoba,Eng
sp123,Female,26,Yes,"spanish, english",spanish,spanish/english,spanish/english,Yes,"elementary, middle/high school, college, university",20 yrs,Yes,Yes,"united states, 26 years",broom,,3,sneaky,sneaky,,adjective,NA,NA,NA,A,r2_en_a3,escoba,Eng
sp124,Female,21,Yes,"english, spanish ",spanish,spanish,spanish & english,Yes,high school and college,11 years,No,No,,broom,,3,duster,duster,,noun,NA,NA,NA,A,r2_en_a3,escoba,Eng
sp125,Male,20,Yes,"English, spanish","English, spanish","English, spanish","English, spanish",Yes,high school,the required amount for graduation,Yes,Yes,"United States, i live there now",broom,,3,sweep,to_sweep,,verb,NA,NA,NA,A,r2_en_a3,escoba,Eng
sp126,Male,22,Yes,English and Spanish,Spanish,English,English,Yes,school,18 years,Yes,Yes,I was born in the USA,broom,,3,house,house,,noun,NA,NA,NA,A,r2_en_a3,escoba,Eng
sp127,Female,32,Yes,"English, Spanish, French","Spanish, English","English, Spanish","English, Spanish, French",No,,,Yes,Yes,United States; I have lived here since I was 2 so 30 years,broom,,3,mop,mop,,noun,NA,NA,NA,A,r2_en_a3,escoba,Eng
sp129,Female,22,Yes,"Spanish, English", Spanish,Spanish,Spanish,No,,,No,No,,broom,,3,organization,organization,,noun,NA,NA,NA,A,r2_en_a3,escoba,Eng
sp130,Female,33,Yes,"english, Spanish, French ",Spanish,"Spanish, english","Spanish, english",Yes,all through school,12,Yes,Yes,US,broom,,3,sweep,to_sweep,,verb,NA,NA,NA,A,r2_en_a3,escoba,Eng
sp131,Female,23,Yes,english and spanish,spanish and english,spanish and english,spanish and english,Yes,high school,4 years,Yes,No,,broom,,3,dust pan,dustpan,,noun,NA,NA,NA,A,r2_en_a3,escoba,Eng
sp132,Male,18,Yes,"English, Spanish",Spanish,English and Spanish,English and Spanish ,Yes,middle school and high school ,7,Yes,No,,broom,,3,Sweep,to_sweep,,verb,NA,NA,NA,A,r2_en_a3,escoba,Eng
sp133,Male,25,Yes,English Spanish,2,,,Yes,high school,8,Yes,Yes,Canada 6 months,broom,,3,trash,trash,,noun,NA,NA,NA,A,r2_en_a3,escoba,Eng
sp134,Female,21,Yes,spanish and english,spanish,english,english,No,,,Yes,No,,broom,,3,clean,clean,,unclear,NA,NA,NA,A,r2_en_a3,escoba,Eng
sp135,Female,20,Yes,"English, Spanish",spanish,"English, Spanish","English, Spanish",No,,,No,No,,broom,,3,floor,floor,,noun,NA,NA,NA,A,r2_en_a3,escoba,Eng
sp136,Male,33,Yes,spanish english ,spanish,spanish,english,No,,,No,Yes,us,broom,,3,sweep,to_sweep,,verb,NA,NA,NA,A,r2_en_a3,escoba,Eng
sp137,Female,19,Yes,English and Spanish,spanish,Spanish and english,Spanish and english,Yes,Elementary,2 years,Yes,No,,broom,,3,witch,witch,,noun,NA,NA,NA,A,r2_en_a3,escoba,Eng
sp138,Female,32,Yes,"English, Spanish",Spanish,"English, Spanish","English,Spanish",Yes,Primary through high school,12,No,No,,broom,,3,Vacuum,vacuum,,noun,NA,NA,NA,A,r2_en_a3,escoba,Eng
sp139,Female,26,Yes,English and Spanish,Spanish,Spanish,English and Spanish,No,,,Yes,Yes,Live in the United States,broom,,3,Sweeping,to_sweep,,verb,NA,NA,NA,A,r2_en_a3,escoba,Eng
sp140,Female,21,Yes,English and Spanish,Spanish,Spanish and english,Spanish and english,Yes,Middle school through College,8 years,No,No,,broom,,3,Halloween ,halloween,,noun,NA,NA,NA,A,r2_en_a3,escoba,Eng
sp141,Female,26,Yes,English and Spanish,Spanish and English,"English primarily, but also Spanish","English primarily, but also Spanish",Yes,All throughout school,13 years,Yes,Yes,"USA, I live here",broom,,3,witch,witch,,noun,NA,NA,NA,A,r2_en_a3,escoba,Eng
sp142,Female,26,Yes,"Spanish, English","Spanish, English","Spanish, English","Spanish, English",No,,,Yes,Yes,US,broom,,3,floor,floor,,noun,NA,NA,NA,A,r2_en_a3,escoba,Eng
sp143,Female,26,Yes,Spanish and English,spanish,spanish and english,spanish and english,Yes,elementary,2 years,No,Yes,Canada 3 months,broom,,3,clean,clean,,unclear,NA,NA,NA,A,r2_en_a3,escoba,Eng
sp144,Male,18,Yes,English and spanish,English and Spanish,English,English,Yes,Every year,12 years,Yes,Yes,United States for most of my life,broom,,3,mess,mess,,noun,NA,NA,NA,A,r2_en_a3,escoba,Eng
sp145,Female,32,Yes,English and Spanish ,Spanish ,Spanish and english,Spanish and English ,Yes,High school,6- but it was more like English writing not ESOL classes ,Yes,No,,broom,,3,Dirty,dirty,,adjective,NA,NA,NA,A,r2_en_a3,escoba,Eng
sp146,Female,20,Yes,Spanish and English ,Spanish,Spanish and English,Spanish and English,Yes,high school,4 years,No,No,,broom,,3,dust,dust,,noun,NA,NA,NA,A,r2_en_a3,escoba,Eng
sp147,Female,21,Yes,"English, some spanish","spanish, english",english,english,Yes,"high school, middle school, college",9 years,Yes,No,,broom,,3,witch,witch,,noun,NA,NA,NA,A,r2_en_a3,escoba,Eng
sp148,Female,18,Yes,English and Spanish,spanish ,spanish,spanish,Yes,"middle school, high school",8 years (all throughout school),No,Yes,Canada - 3 days,broom,,3,mop,mop,,noun,NA,NA,NA,A,r2_en_a3,escoba,Eng
sp149,Male,26,Yes,"english, spanish",spanish,"english, spanish","english, spanish",Yes,im from the US...all my school was in english,18 years,No,No,,broom,,3,floor,floor,,noun,NA,NA,NA,A,r2_en_a3,escoba,Eng
sp101,Male,19,Yes,"Primarily spanish at home, English everywhere else. ",Spanish and English,Spanish and English,Spanish and English,Yes,All schoolwork,13,Yes,Yes,"United States, I live here. ",doctor,,1,medicine,medicine,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp102,Female,23,Yes,english and spanish ,both ,both,both ,No,,,Yes,Yes,america ,doctor,,1,hospital ,hospital,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp103,Female,24,Yes,Spanish English ,Spanish,Spanish,Spanish ,Yes,"Elementary school, high school",Unsure,No,No,,doctor,,1,Medication,medication,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp104,Male,27,Yes,english and spanish,Spanish and English,Spanish and English,Spanish and English,Yes,All my life,12,No,No,,doctor,,1,sick,sick,,adjective,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp105,Male,25,Yes,"spanish, english","spanish, english","spanish, english","spanish, english",Yes,elementary school,3 years,Yes,Yes,I live in the USA... ,doctor,,1,sick,sick,,adjective,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp106,Female,25,Yes,"Spanish, English","Spanish, English","Spanish, English","Spanish, English",No,,,Yes,No,,doctor,,1,nurse,nurse,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp107,Male,27,Yes,English and Spanish,spanish,spanish,English and Spanish,No,,,Yes,No,,doctor,,1,quack,quack,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp108,Female,31,Yes,English and Spanish,"Spanish, English","Spanish, English","Spanish, English",No,,,Yes,Yes,United States - I live there,doctor,,1,Nurse,nurse,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp109,Female,21,Yes,"English, Spanish","Spanish, English","Spanish, English","Spanish, English",No,,,No,Yes,n/a,doctor,,1,pacient,patient,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp110,Female,27,Yes,Spanish and English,2,2,2,No,,,Yes,No,,doctor,,1,office,office,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp111,Female,34,Yes,"Spanish, English",Spanish,Spanish,Spanish,Yes,High school,4,Yes,Yes,USA. 4 years,doctor,,1,Nurse,nurse,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp112,Female,19,Yes,english and spanish,2,2,2,No,,,Yes,Yes,I live in an English speaking country,doctor,,1,medicine,medicine,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp113,Female,24,Yes,spanish and english,spanish,spanish and english,both,No,,,No,No,,doctor,,1,sick,sick,,adjective,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp114,Female,21,Yes,"spanish, english, french ",spanish,"english, spanish","spanish, english, french",Yes,elementary school,12,Yes,Yes,United States,doctor,,1,hospital,hospital,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp115,Male,25,Yes,English and Spanish,English and Spanish,English and Spanish,English and Spanish,Yes,"Elementary, middle school, high school, college",12,No,No,,doctor,,1,apple,apple,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp116,Male,20,Yes,"English, Spanish",1,1,1,Yes,Elementary ,1,Yes,Yes,"United States, I live here now",doctor,,1,kind,kind,,adjective,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp117,Female,19,Yes,"Spanish, english","Spanish, english","Spanish, english","Spanish, english",Yes,"Elementary, middle and high school",10 years,Yes,Yes,USA,doctor,,1,Nurse,nurse,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp118,Female,21,Yes,english,spanish,english,english,No,,,Yes,No,,doctor,,1,medicine,medicine,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp119,Male,21,Yes,"English, spanish, french",Spanish,Spanish,Spanish,Yes,Middle school,7 years,No,Yes,The US and Canada ,doctor,,1,Nurse ,nurse,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp120,Female,19,Yes,Spanish + English ,Spanish,"Spanish, English ","Spanish, English ",No,,,Yes,Yes,USA whole life,doctor,,1,Nurse,nurse,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp121,Female,26,Yes,Spanish and English,Spanish,Spanish,Spanish,No,,,Yes,No,,doctor,,1,helpful,helpful,,adjective,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp122,Male,31,Yes,"English, Spanish","Spanish, English","Spanish, English","Spanish, English",No,,,Yes,No,,doctor,,1,Pain,pain,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp123,Female,26,Yes,"spanish, english",spanish,spanish/english,spanish/english,Yes,"elementary, middle/high school, college, university",20 yrs,Yes,Yes,"united states, 26 years",doctor,,1,nurse,nurse,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp124,Female,21,Yes,"english, spanish ",spanish,spanish,spanish & english,Yes,high school and college,11 years,No,No,,doctor,,1,heal,to_heal,,verb,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp125,Male,20,Yes,"English, spanish","English, spanish","English, spanish","English, spanish",Yes,high school,the required amount for graduation,Yes,Yes,"United States, i live there now",doctor,,1,apples,apple,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp126,Male,22,Yes,English and Spanish,Spanish,English,English,Yes,school,18 years,Yes,Yes,I was born in the USA,doctor,,1,smart,smart,,adjective,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp127,Female,32,Yes,"English, Spanish, French","Spanish, English","English, Spanish","English, Spanish, French",No,,,Yes,Yes,United States; I have lived here since I was 2 so 30 years,doctor,,1,nurse,nurse,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp129,Female,22,Yes,"Spanish, English", Spanish,Spanish,Spanish,No,,,No,No,,doctor,,1,medicine,medicine,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp130,Female,33,Yes,"english, Spanish, French ",Spanish,"Spanish, english","Spanish, english",Yes,all through school,12,Yes,Yes,US,doctor,,1,nurse,nurse,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp131,Female,23,Yes,english and spanish,spanish and english,spanish and english,spanish and english,Yes,high school,4 years,Yes,No,,doctor,,1,bandaid,bandaid,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp132,Male,18,Yes,"English, Spanish",Spanish,English and Spanish,English and Spanish ,Yes,middle school and high school ,7,Yes,No,,doctor,,1,Medicine,medicine,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp133,Male,25,Yes,English Spanish,2,,,Yes,high school,8,Yes,Yes,Canada 6 months,doctor,,1,appointment,appointment,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp134,Female,21,Yes,spanish and english,spanish,english,english,No,,,Yes,No,,doctor,,1,hospital,hospital,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp135,Female,20,Yes,"English, Spanish",spanish,"English, Spanish","English, Spanish",No,,,No,No,,doctor,,1,pain,pain,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp136,Male,33,Yes,spanish english ,spanish,spanish,english,No,,,No,Yes,us,doctor,,1,cure,cure,,unclear,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp137,Female,19,Yes,English and Spanish,spanish,Spanish and english,Spanish and english,Yes,Elementary,2 years,Yes,No,,doctor,,1,nurse,nurse,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp138,Female,32,Yes,"English, Spanish",Spanish,"English, Spanish","English,Spanish",Yes,Primary through high school,12,No,No,,doctor,,1,Hospital,hospital,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp139,Female,26,Yes,English and Spanish,Spanish,Spanish,English and Spanish,No,,,Yes,Yes,Live in the United States,doctor,,1,Hospital,hospital,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp140,Female,21,Yes,English and Spanish,Spanish,Spanish and english,Spanish and english,Yes,Middle school through College,8 years,No,No,,doctor,,1,Sickness,sickness,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp141,Female,26,Yes,English and Spanish,Spanish and English,"English primarily, but also Spanish","English primarily, but also Spanish",Yes,All throughout school,13 years,Yes,Yes,"USA, I live here",doctor,,1,nurse,nurse,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp142,Female,26,Yes,"Spanish, English","Spanish, English","Spanish, English","Spanish, English",No,,,Yes,Yes,US,doctor,,1,nurse,nurse,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp143,Female,26,Yes,Spanish and English,spanish,spanish and english,spanish and english,Yes,elementary,2 years,No,Yes,Canada 3 months,doctor,,1,medicine,medicine,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp144,Male,18,Yes,English and spanish,English and Spanish,English,English,Yes,Every year,12 years,Yes,Yes,United States for most of my life,doctor,,1,office,office,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp145,Female,32,Yes,English and Spanish ,Spanish ,Spanish and english,Spanish and English ,Yes,High school,6- but it was more like English writing not ESOL classes ,Yes,No,,doctor,,1,Medicine ,medicine,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp146,Female,20,Yes,Spanish and English ,Spanish,Spanish and English,Spanish and English,Yes,high school,4 years,No,No,,doctor,,1,dentist,dentist,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp147,Female,21,Yes,"English, some spanish","spanish, english",english,english,Yes,"high school, middle school, college",9 years,Yes,No,,doctor,,1,sick,sick,,adjective,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp148,Female,18,Yes,English and Spanish,spanish ,spanish,spanish,Yes,"middle school, high school",8 years (all throughout school),No,Yes,Canada - 3 days,doctor,,1,college,college,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp149,Male,26,Yes,"english, spanish",spanish,"english, spanish","english, spanish",Yes,im from the US...all my school was in english,18 years,No,No,,doctor,,1,pediatrician,pediatrician,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp101,Male,19,Yes,"Primarily spanish at home, English everywhere else. ",Spanish and English,Spanish and English,Spanish and English,Yes,All schoolwork,13,Yes,Yes,"United States, I live here. ",doctor,,2,rich,rich,,adjective,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp102,Female,23,Yes,english and spanish ,both ,both,both ,No,,,Yes,Yes,america ,doctor,,2,surgery ,surgery,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp103,Female,24,Yes,Spanish English ,Spanish,Spanish,Spanish ,Yes,"Elementary school, high school",Unsure,No,No,,doctor,,2,Clinic,clinic,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp104,Male,27,Yes,english and spanish,Spanish and English,Spanish and English,Spanish and English,Yes,All my life,12,No,No,,doctor,,2,health,health,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp105,Male,25,Yes,"spanish, english","spanish, english","spanish, english","spanish, english",Yes,elementary school,3 years,Yes,Yes,I live in the USA... ,doctor,,2,death ,death,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp106,Female,25,Yes,"Spanish, English","Spanish, English","Spanish, English","Spanish, English",No,,,Yes,No,,doctor,,2,chart,chart,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp107,Male,27,Yes,English and Spanish,spanish,spanish,English and Spanish,No,,,Yes,No,,doctor,,2,hack,hack,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp108,Female,31,Yes,English and Spanish,"Spanish, English","Spanish, English","Spanish, English",No,,,Yes,Yes,United States - I live there,doctor,,2,Stethoscope,stethoscope,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp109,Female,21,Yes,"English, Spanish","Spanish, English","Spanish, English","Spanish, English",No,,,No,Yes,n/a,doctor,,2,hospital,hospital,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp110,Female,27,Yes,Spanish and English,2,2,2,No,,,Yes,No,,doctor,,2,work,work,,unclear,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp111,Female,34,Yes,"Spanish, English",Spanish,Spanish,Spanish,Yes,High school,4,Yes,Yes,USA. 4 years,doctor,,2,Medicine,medicine,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp112,Female,19,Yes,english and spanish,2,2,2,No,,,Yes,Yes,I live in an English speaking country,doctor,,2,hospital,hospital,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp113,Female,24,Yes,spanish and english,spanish,spanish and english,both,No,,,No,No,,doctor,,2,nurse,nurse,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp114,Female,21,Yes,"spanish, english, french ",spanish,"english, spanish","spanish, english, french",Yes,elementary school,12,Yes,Yes,United States,doctor,,2,sick,sick,,adjective,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp115,Male,25,Yes,English and Spanish,English and Spanish,English and Spanish,English and Spanish,Yes,"Elementary, middle school, high school, college",12,No,No,,doctor,,2,white coat,coat,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp116,Male,20,Yes,"English, Spanish",1,1,1,Yes,Elementary ,1,Yes,Yes,"United States, I live here now",doctor,,2,caring,caring,,adjective,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp117,Female,19,Yes,"Spanish, english","Spanish, english","Spanish, english","Spanish, english",Yes,"Elementary, middle and high school",10 years,Yes,Yes,USA,doctor,,2,Hospital,hospital,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp118,Female,21,Yes,english,spanish,english,english,No,,,Yes,No,,doctor,,2,shots,shot,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp119,Male,21,Yes,"English, spanish, french",Spanish,Spanish,Spanish,Yes,Middle school,7 years,No,Yes,The US and Canada ,doctor,,2,Hospital ,hospital,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp120,Female,19,Yes,Spanish + English ,Spanish,"Spanish, English ","Spanish, English ",No,,,Yes,Yes,USA whole life,doctor,,2,Medicine ,medicine,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp121,Female,26,Yes,Spanish and English,Spanish,Spanish,Spanish,No,,,Yes,No,,doctor,,2,patient,patient,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp122,Male,31,Yes,"English, Spanish","Spanish, English","Spanish, English","Spanish, English",No,,,Yes,No,,doctor,,2,Money,money,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp123,Female,26,Yes,"spanish, english",spanish,spanish/english,spanish/english,Yes,"elementary, middle/high school, college, university",20 yrs,Yes,Yes,"united states, 26 years",doctor,,2,hospital,hospital,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp124,Female,21,Yes,"english, spanish ",spanish,spanish,spanish & english,Yes,high school and college,11 years,No,No,,doctor,,2,nurses,nurse,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp125,Male,20,Yes,"English, spanish","English, spanish","English, spanish","English, spanish",Yes,high school,the required amount for graduation,Yes,Yes,"United States, i live there now",doctor,,2,psychiatrist,psychiatrist,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp126,Male,22,Yes,English and Spanish,Spanish,English,English,Yes,school,18 years,Yes,Yes,I was born in the USA,doctor,,2,intelligent,intelligent,,adjective,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp127,Female,32,Yes,"English, Spanish, French","Spanish, English","English, Spanish","English, Spanish, French",No,,,Yes,Yes,United States; I have lived here since I was 2 so 30 years,doctor,,2,hospital,hospital,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp129,Female,22,Yes,"Spanish, English", Spanish,Spanish,Spanish,No,,,No,No,,doctor,,2,health,health,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp130,Female,33,Yes,"english, Spanish, French ",Spanish,"Spanish, english","Spanish, english",Yes,all through school,12,Yes,Yes,US,doctor,,2,hospital,hospital,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp131,Female,23,Yes,english and spanish,spanish and english,spanish and english,spanish and english,Yes,high school,4 years,Yes,No,,doctor,,2,sick,sick,,adjective,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp132,Male,18,Yes,"English, Spanish",Spanish,English and Spanish,English and Spanish ,Yes,middle school and high school ,7,Yes,No,,doctor,,2,Help,help,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp133,Male,25,Yes,English Spanish,2,,,Yes,high school,8,Yes,Yes,Canada 6 months,doctor,,2,sick,sick,,adjective,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp134,Female,21,Yes,spanish and english,spanish,english,english,No,,,Yes,No,,doctor,,2,sick,sick,,adjective,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp135,Female,20,Yes,"English, Spanish",spanish,"English, Spanish","English, Spanish",No,,,No,No,,doctor,,2,sickness,sickness,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp136,Male,33,Yes,spanish english ,spanish,spanish,english,No,,,No,Yes,us,doctor,,2,visit,visit,,unclear,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp137,Female,19,Yes,English and Spanish,spanish,Spanish and english,Spanish and english,Yes,Elementary,2 years,Yes,No,,doctor,,2,hospital,hospital,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp138,Female,32,Yes,"English, Spanish",Spanish,"English, Spanish","English,Spanish",Yes,Primary through high school,12,No,No,,doctor,,2,Bandage,bandage,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp139,Female,26,Yes,English and Spanish,Spanish,Spanish,English and Spanish,No,,,Yes,Yes,Live in the United States,doctor,,2,Clinic,clinic,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp140,Female,21,Yes,English and Spanish,Spanish,Spanish and english,Spanish and english,Yes,Middle school through College,8 years,No,No,,doctor,,2,Clinic,clinic,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp141,Female,26,Yes,English and Spanish,Spanish and English,"English primarily, but also Spanish","English primarily, but also Spanish",Yes,All throughout school,13 years,Yes,Yes,"USA, I live here",doctor,,2,coat,coat,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp142,Female,26,Yes,"Spanish, English","Spanish, English","Spanish, English","Spanish, English",No,,,Yes,Yes,US,doctor,,2,needle,needle,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp143,Female,26,Yes,Spanish and English,spanish,spanish and english,spanish and english,Yes,elementary,2 years,No,Yes,Canada 3 months,doctor,,2,cost,cost,,unclear,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp144,Male,18,Yes,English and spanish,English and Spanish,English,English,Yes,Every year,12 years,Yes,Yes,United States for most of my life,doctor,,2,injury,injury,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp145,Female,32,Yes,English and Spanish ,Spanish ,Spanish and english,Spanish and English ,Yes,High school,6- but it was more like English writing not ESOL classes ,Yes,No,,doctor,,2,Practice ,practice,,unclear,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp146,Female,20,Yes,Spanish and English ,Spanish,Spanish and English,Spanish and English,Yes,high school,4 years,No,No,,doctor,,2,pain,pain,,noun,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp147,Female,21,Yes,"English, some spanish","spanish, english",english,english,Yes,"high school, middle school, college",9 years,Yes,No,,doctor,,2,broken,broken,,adjective,NA,NA,NA,A,r2_en_a4,doctor,Eng
sp148,Female,18,Yes,English and Spanish,spanish ,spanish,spanish,Yes,"middle school, high school",8 years (all throughout school),No,Yes,Canada - 3 days,doctor,,2,graduate,graduate,,unclear,NA,NA,NA,A,r2_en_a4,doctor,Eng
