Participant,Gender,Age,SpanL1,LangSpoken,Lang_0.5,Lang_6.12,Lang_13.18,Eng_classes,Eng_classes_time,Eng_classes_amount,Caregivers_speak_Eng,Eng_travel,Eng_country,Word,word_lemma,AssociateNumber,Orig_Response,Response,Response_lemma,Response_Class,Relation_Type,Confidence,Comments,List,word_ID,translation,Block
sp172,Female,29,Yes,Spanish and English,2,2,2,Yes,Elementary to college,4,Yes,No,,foto,foto,2,uno mismo,mismo,mismo,adjective,NA,NA,NA,B,r2_sp_b8,photo,Span
sp173,Female,22,Yes,2,Spanish/english,Spanish/english,spanish/english,Yes,Highschool and college,15,Yes,Yes,"America, 22 years",foto,foto,2,zapatos,zapato,zapato,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp174,Male,22,Yes,"English, Spanish",Spanish/English,English/Spanish,English/Spanish,Yes,Highschool and College,1 semester every 2 years,Yes,No,,foto,foto,2,amigos,amigo,amigo,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp175,Female,35,Yes,"english, spanish",spanish,"english, spanish","english, spanish",No,,,Yes,No,,foto,foto,2,pose,pose,pose,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp176,Male,27,Yes,"English, Spanish",1,2,2,Yes,elementary school,3,No,Yes,"USA, for life 27 years",foto,foto,2,perros,perro,perro,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp177,Male,20,Yes,"English, Spanish",,,,No,,,No,No,,foto,foto,2,Recuerdo ,recuerdo,recuerdo,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp178,Male,23,Yes,"English , Spanish",Spanish,"English , Spanish","English , Spanish",Yes,Elementary School,18 years,No,Yes,Canada for 3 months,foto,foto,2,carro,carro,carro,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp179,Female,29,Yes,"Spanish, English",Spanish,Spanish,Spanish and English,Yes,"elementary school, middle, high school and college",15,Yes,No,,foto,foto,2,sonrisa,sonrisa,sonrisa,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp180,Male,30,Yes,"spanish, english",spanish,spanish/english,spanish/english,No,,,Yes,Yes,"america, born and raised here",foto,foto,2,momento,momento,momento,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp181,Female,33,Yes,english and spanish,spanish,spanish and english,spanish and english,Yes,kindergarten was an ESOL class then I had regular classes,"I guess the one year and then just going to school, everything was in English",No,No,,foto,foto,2,feliz,feliz,feliz,adjective,NA,NA,NA,B,r2_sp_b8,photo,Span
sp182,Male,22,Yes,English Spanish Japanese,Spanish,Spanish English,Spanish English Japanese,Yes,elementary school and middle school,2 years,No,Yes,"United States, live there now, 12 years",foto,foto,2,camara,camara,caamara,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp183,Female,18,Yes,spanish and english ,spanish,spanish,spanish ,Yes,elementary school,3 years,No,Yes,America since I was 3 and I currently live here,foto,foto,2,iphone,iphone,iphone,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp184,Male,25,Yes,"English, Spanish","English, Spanish","English, Spanish","English, Spanish",No,,,Yes,No,,foto,foto,2,Cámera,camara,caamara,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp185,Male,21,Yes,English and Spanish,Spanish,Spanish,Spanish,Yes,"Elementary, Middle and High School",Every year of school,No,No,,foto,foto,2,tecnologia,tecnologia,tecnologiia,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp186,Male,22,Yes,"english, spanish",spanish,"spanish, english","spanish, english",Yes,elementary school ,15 years,No,No,,foto,foto,2, sonrisa,sonrisa,sonrisa,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp187,Female,35,Yes,English/ Spanish,English/Spanish,English/Spanish,English/Spanish,Yes,"High school,  college",15,Yes,Yes,America,foto,foto,2,Familia,familia,familia,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp188,Male,30,Yes,"English, Spanish",Spanish,Spanish and english,Spanish and english,No,,,Yes,No,,foto,foto,2,Imagen,imagen,imagen,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp189,Female,24,Yes,"Spanish, English, Portuguese",Spanish,Spanish,Spanish,Yes,Elementary and middle school,8 years,Yes,No,,foto,foto,2,Rollo,rollo,rollo,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp190,Female,19,Yes,"Spanish, English",Spanish,english/Spanish,English/Spanish,No,,,No,No,,foto,foto,2,telefono,telefono,teleefono,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp191,Female,19,Yes,english and spanish,spanish,english and spanish,english and spanish,Yes,High school and college,"Umm, around 2 years",Yes,Yes,"United States, for 3 months",foto,foto,2,amiguis,amigui,amigui,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp192,Female,26,Yes,English and Spanish,1,2,2,Yes,preschool,12,Yes,Yes,United States,foto,foto,2,camara,camara,caamara,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp193,Male,25,Yes,"Spanish, English",Spanish,Spanish,Spanish,Yes,Starting in primary school and every year until graduating high school.,about 15 years,Yes,Yes,"I live in the USA, have lived here my whole life (25 years)",foto,foto,2,aventura,aventura,aventura,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp194,Female,24,Yes,English and Spanish ,spanish ,English and Spanish ,English and Spanish ,No,,,No,Yes,USA 22years ,foto,foto,2,fotografía ,fotografia,fotografiia,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp195,Female,23,Yes,English and Spanish,"English, Spanish","English, Spanish","English, Spanish",Yes,elementary,1 year,No,No,,foto,foto,2,video,video,video,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp196,Male,21,Yes,english and spanish ,spanish,english,english,No,,,Yes,Yes,united states ,foto,foto,2,memoria,memoria,memoria,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp197,Male,22,Yes,english and spanish,spanish,english and spanish,english and spanish,No,,,Yes,No,,foto,foto,2,polaroid,polaroid,polaroid,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp198,Male,20,Yes,"English, Spanish",Spanish,"Spanish, English","Spanish, English",Yes,"K-8, highschool, college",15,Yes,Yes,"United States, 20 years",foto,foto,2,porta retrato,portarretrato,portarretrato,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp199,Male,28,Yes,"Spanish, English, Italian",Spanish,Spanish/English,Spanish/English,Yes,"Elementary, Middle, and High School",12+ years,No,Yes,The United Kingdom for a week,foto,foto,2,cuadro,cuadro,cuadro,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp150,Male,26,Yes,Spanish and English,Spanish,Spanish,Spanish,No,,,No,Yes,USA for about a year.,foto,foto,3,imagenes,imagen,imagen,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp151,Female,32,Yes,English and Spanish,spanish,spanish,spanish,Yes,high school,5 years,No,Yes,"United States, I live here now",foto,foto,3,sonreir,sonreir,sonreiir,verb,NA,NA,NA,B,r2_sp_b8,photo,Span
sp152,Female,26,Yes,English Spanish ,English Spanish ,English Spanish,English Spanish,Yes,High school college,2 semesters,Yes,No,,foto,foto,3,Feliz tiempo,tiempo,tiempo,noun,NA,NA,time? Momento?,B,r2_sp_b8,photo,Span
sp153,Male,26,Yes,"English, Spanish",Spanish,Spanish,Spanish,Yes,"Middle, high school, college",10 years,Yes,No,,foto,foto,3,Memorias,memoria,memoria,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp154,Male,19,Yes,"English, Spanish ",2,,,Yes,high school,2 semesters,Yes,Yes,"Nevada, 10 years",foto,foto,3,amigos,amigo,amigo,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp155,Male,23,Yes,"English, Spanish, and French.",Spanish,Spanish and English,Spanish and English,No,,,No,No,,foto,foto,3,felicidad,felicidad,felicidad,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp156,Female,28,Yes,"spanish, English, little French",spanish/english,spanish/english,spanish/english,Yes,elementary,2,No,No,,foto,foto,3,camara,camara,caamara,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp157,Female,31,Yes,"Spanish, English",Spanish,Spanish,Spanish,Yes,elementary school throughout college,96 semesters/16 years,No,Yes,"USA... I still live here, so almost 10 years",foto,foto,3,memorias,memoria,memoria,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp158,Female,24,Yes,"English, Spanish",Spanish,"English, Spanish","English, Spanish",No,,,Yes,No,,foto,foto,3,pasado,pasado,pasado,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp159,Female,19,Yes,English and Spanish,Spanish,Spanish,Spanish,Yes,"Elementary, Middle School, High School, College",14 years,Yes,Yes,United States; I live here,foto,foto,3,turismo,turismo,turismo,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp160,Female,19,Yes,Spanish and English ,Spanish/ English,Spanish/ English,Spanish / English,Yes,High School,2,No,No,,foto,foto,3,camara,camara,caamara,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp161,Female,21,Yes,"Spanish, English, German",Spanish,Spanish,Spanish,Yes,high school,7,No,Yes,USA all my life,foto,foto,3,digital,digital,digital,adjective,NA,NA,NA,B,r2_sp_b8,photo,Span
sp162,Male,22,Yes,"spanish, english",1,2,2,No,,,Yes,Yes,"mexico, 3 months",foto,foto,3,camara,camara,caamara,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp163,Female,25,Yes,spanish and english,spanish,spanish,spanish,No,,,No,No,,foto,foto,3,guarder,guardar,guardar,verb,NA,NA,NA,B,r2_sp_b8,photo,Span
sp164,Female,22,Yes,"English, Spanish ","English, Spanish ","English, Spanish ","English, Spanish ",Yes,high scool,4-Aug,No,No,,foto,foto,3,destrello,destello,destello,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp165,Male,22,Yes,English and Spanish,Spanish + English,English + Spanish,English + Spanish,Yes,"elementary, middle and high school","24 semesters/ (2 semesters per year until graduation, 12 grades)",Yes,No,,foto,foto,3,filme,film,film,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp166,Male,22,Yes,English and Spanish,Spanish,Spanish,Spanish and English,Yes,When I started going to school,17 (regular school classes),No,No,,foto,foto,3,video,video,video,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp167,Female,25,Yes,"Spanish, English",Spanish,Spanish,Spanish,Yes,Elementary to college,My whole life.,No,No,,foto,foto,3,panorama,panorama,panorama,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp168,Female,28,Yes,"English, Spanish",Spanish,"Spanish, English","Spanish, English",Yes,high school,4,Yes,No,,foto,foto,3,sonreir,sonreir,sonreiir,verb,NA,NA,NA,B,r2_sp_b8,photo,Span
sp169,Female,22,Yes,English and Spanish,2,2,2,No,,,Yes,Yes,US and 3/4 of my life,foto,foto,3,tripod,tripod,tripod,noun,NA,NA,Eng,B,r2_sp_b8,photo,Span
sp170,Female,19,Yes,English and Spanish,Spanish,English,English,Yes,High School ,2,Yes,Yes,"The U.S., I live there.",foto,foto,3,fiestas,fiesta,fiesta,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp171,Female,28,Yes,"Spanish, English",Spanish,Spanish/English,Spanish/English,Yes,High School,2,No,No,,foto,foto,3,smile,smile,smile,unclear,NA,NA,Eng,B,r2_sp_b8,photo,Span
sp172,Female,29,Yes,Spanish and English,2,2,2,Yes,Elementary to college,4,Yes,No,,foto,foto,3,familia,familia,familia,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp173,Female,22,Yes,2,Spanish/english,Spanish/english,spanish/english,Yes,Highschool and college,15,Yes,Yes,"America, 22 years",foto,foto,3,viaje,viaje,viaje,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp174,Male,22,Yes,"English, Spanish",Spanish/English,English/Spanish,English/Spanish,Yes,Highschool and College,1 semester every 2 years,Yes,No,,foto,foto,3,familia,familia,familia,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp175,Female,35,Yes,"english, spanish",spanish,"english, spanish","english, spanish",No,,,Yes,No,,foto,foto,3,maquillaje,maquillaje,maquillaje,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp176,Male,27,Yes,"English, Spanish",1,2,2,Yes,elementary school,3,No,Yes,"USA, for life 27 years",foto,foto,3,recuerdos,recuerdo,recuerdo,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp177,Male,20,Yes,"English, Spanish",,,,No,,,No,No,,foto,foto,3,Fotógrafo ,fotografo,fotoografo,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp178,Male,23,Yes,"English , Spanish",Spanish,"English , Spanish","English , Spanish",Yes,Elementary School,18 years,No,Yes,Canada for 3 months,foto,foto,3,camara,camara,caamara,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp179,Female,29,Yes,"Spanish, English",Spanish,Spanish,Spanish and English,Yes,"elementary school, middle, high school and college",15,Yes,No,,foto,foto,3,vestido,vestido,vestido,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp180,Male,30,Yes,"spanish, english",spanish,spanish/english,spanish/english,No,,,Yes,Yes,"america, born and raised here",foto,foto,3,memoria,memoria,memoria,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp181,Female,33,Yes,english and spanish,spanish,spanish and english,spanish and english,Yes,kindergarten was an ESOL class then I had regular classes,"I guess the one year and then just going to school, everything was in English",No,No,,foto,foto,3,camara,camara,caamara,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp182,Male,22,Yes,English Spanish Japanese,Spanish,Spanish English,Spanish English Japanese,Yes,elementary school and middle school,2 years,No,Yes,"United States, live there now, 12 years",foto,foto,3,pasear,pasear,pasear,verb,NA,NA,NA,B,r2_sp_b8,photo,Span
sp183,Female,18,Yes,spanish and english ,spanish,spanish,spanish ,Yes,elementary school,3 years,No,Yes,America since I was 3 and I currently live here,foto,foto,3,camara  ,camara,caamara,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp184,Male,25,Yes,"English, Spanish","English, Spanish","English, Spanish","English, Spanish",No,,,Yes,No,,foto,foto,3,Feliz,feliz,feliz,adjective,NA,NA,NA,B,r2_sp_b8,photo,Span
sp185,Male,21,Yes,English and Spanish,Spanish,Spanish,Spanish,Yes,"Elementary, Middle and High School",Every year of school,No,No,,foto,foto,3,telefono,telefono,teleefono,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp186,Male,22,Yes,"english, spanish",spanish,"spanish, english","spanish, english",Yes,elementary school ,15 years,No,No,,foto,foto,3,feliz,feliz,feliz,adjective,NA,NA,NA,B,r2_sp_b8,photo,Span
sp187,Female,35,Yes,English/ Spanish,English/Spanish,English/Spanish,English/Spanish,Yes,"High school,  college",15,Yes,Yes,America,foto,foto,3,Tiempos,tiempo,tiempo,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp188,Male,30,Yes,"English, Spanish",Spanish,Spanish and english,Spanish and english,No,,,Yes,No,,foto,foto,3,Sonrisa,sonrisa,sonrisa,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp189,Female,24,Yes,"Spanish, English, Portuguese",Spanish,Spanish,Spanish,Yes,Elementary and middle school,8 years,Yes,No,,foto,foto,3,Revelado,revelado,revelado,adjective,NA,NA,NA,B,r2_sp_b8,photo,Span
sp190,Female,19,Yes,"Spanish, English",Spanish,english/Spanish,English/Spanish,No,,,No,No,,foto,foto,3,camara,camara,caamara,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp191,Female,19,Yes,english and spanish,spanish,english and spanish,english and spanish,Yes,High school and college,"Umm, around 2 years",Yes,Yes,"United States, for 3 months",foto,foto,3,camera,camera,camera,noun,NA,NA,Eng,B,r2_sp_b8,photo,Span
sp192,Female,26,Yes,English and Spanish,1,2,2,Yes,preschool,12,Yes,Yes,United States,foto,foto,3,fotographia,fotografia,fotografiia,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp193,Male,25,Yes,"Spanish, English",Spanish,Spanish,Spanish,Yes,Starting in primary school and every year until graduating high school.,about 15 years,Yes,Yes,"I live in the USA, have lived here my whole life (25 years)",foto,foto,3,diversion,diversion,diversioon,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp194,Female,24,Yes,English and Spanish ,spanish ,English and Spanish ,English and Spanish ,No,,,No,Yes,USA 22years ,foto,foto,3,albumes ,album,aalbum,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp195,Female,23,Yes,English and Spanish,"English, Spanish","English, Spanish","English, Spanish",Yes,elementary,1 year,No,No,,foto,foto,3,recuerdos,recuerdo,recuerdo,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp196,Male,21,Yes,english and spanish ,spanish,english,english,No,,,Yes,Yes,united states ,foto,foto,3,telefono ,telefono,teleefono,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp197,Male,22,Yes,english and spanish,spanish,english and spanish,english and spanish,No,,,Yes,No,,foto,foto,3,álbum,album,aalbum,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp198,Male,20,Yes,"English, Spanish",Spanish,"Spanish, English","Spanish, English",Yes,"K-8, highschool, college",15,Yes,Yes,"United States, 20 years",foto,foto,3,modelo,modelo,modelo,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp199,Male,28,Yes,"Spanish, English, Italian",Spanish,Spanish/English,Spanish/English,Yes,"Elementary, Middle, and High School",12+ years,No,Yes,The United Kingdom for a week,foto,foto,3,collage ,collage,collage,noun,NA,NA,NA,B,r2_sp_b8,photo,Span
sp150,Male,26,Yes,Spanish and English,Spanish,Spanish,Spanish,No,,,No,Yes,USA for about a year.,descuento,descuento,1,dinero,dinero,dinero,noun,NA,NA,NA,B,r2_sp_b9,discount,Span
sp151,Female,32,Yes,English and Spanish,spanish,spanish,spanish,Yes,high school,5 years,No,Yes,"United States, I live here now",descuento,descuento,1,cupon,cupon,cupoon,noun,NA,NA,NA,B,r2_sp_b9,discount,Span
sp152,Female,26,Yes,English Spanish ,English Spanish ,English Spanish,English Spanish,Yes,High school college,2 semesters,Yes,No,,descuento,descuento,1,Ventas ,venta,venta,noun,NA,NA,NA,B,r2_sp_b9,discount,Span
sp153,Male,26,Yes,"English, Spanish",Spanish,Spanish,Spanish,Yes,"Middle, high school, college",10 years,Yes,No,,descuento,descuento,1,Tienda,tienda,tienda,noun,NA,NA,NA,B,r2_sp_b9,discount,Span
sp154,Male,19,Yes,"English, Spanish ",2,,,Yes,high school,2 semesters,Yes,Yes,"Nevada, 10 years",descuento,descuento,1,video juego,videojuego,videojuego,noun,NA,NA,NA,B,r2_sp_b9,discount,Span
sp155,Male,23,Yes,"English, Spanish, and French.",Spanish,Spanish and English,Spanish and English,No,,,No,No,,descuento,descuento,1,barato,barato,barato,adjective,NA,NA,NA,B,r2_sp_b9,discount,Span
sp156,Female,28,Yes,"spanish, English, little French",spanish/english,spanish/english,spanish/english,Yes,elementary,2,No,No,,descuento,descuento,1,vestido,vestido,vestido,noun,NA,NA,NA,B,r2_sp_b9,discount,Span
sp157,Female,31,Yes,"Spanish, English",Spanish,Spanish,Spanish,Yes,elementary school throughout college,96 semesters/16 years,No,Yes,"USA... I still live here, so almost 10 years",descuento,descuento,1,porcentaje,porcentaje,porcentaje,noun,NA,NA,NA,B,r2_sp_b9,discount,Span
sp158,Female,24,Yes,"English, Spanish",Spanish,"English, Spanish","English, Spanish",No,,,Yes,No,,descuento,descuento,1,compra,compra,compra,noun,NA,NA,NA,B,r2_sp_b9,discount,Span
sp159,Female,19,Yes,English and Spanish,Spanish,Spanish,Spanish,Yes,"Elementary, Middle School, High School, College",14 years,Yes,Yes,United States; I live here,descuento,descuento,1,ropa,ropa,ropa,noun,NA,NA,NA,B,r2_sp_b9,discount,Span
sp160,Female,19,Yes,Spanish and English ,Spanish/ English,Spanish/ English,Spanish / English,Yes,High School,2,No,No,,descuento,descuento,1,Compras,compra,compra,noun,NA,NA,NA,B,r2_sp_b9,discount,Span
sp161,Female,21,Yes,"Spanish, English, German",Spanish,Spanish,Spanish,Yes,high school,7,No,Yes,USA all my life,descuento,descuento,1,dinero,dinero,dinero,noun,NA,NA,NA,B,r2_sp_b9,discount,Span
sp162,Male,22,Yes,"spanish, english",1,2,2,No,,,Yes,Yes,"mexico, 3 months",descuento,descuento,1,dinero,dinero,dinero,noun,NA,NA,NA,B,r2_sp_b9,discount,Span
sp163,Female,25,Yes,spanish and english,spanish,spanish,spanish,No,,,No,No,,descuento,descuento,1,dinero,dinero,dinero,noun,NA,NA,NA,B,r2_sp_b9,discount,Span
sp164,Female,22,Yes,"English, Spanish ","English, Spanish ","English, Spanish ","English, Spanish ",Yes,high scool,4-Aug,No,No,,descuento,descuento,1,tienda,tienda,tienda,noun,NA,NA,NA,B,r2_sp_b9,discount,Span
sp165,Male,22,Yes,English and Spanish,Spanish + English,English + Spanish,English + Spanish,Yes,"elementary, middle and high school","24 semesters/ (2 semesters per year until graduation, 12 grades)",Yes,No,,descuento,descuento,1,ROSS,ross,ross,noun,NA,NA,NA,B,r2_sp_b9,discount,Span
sp166,Male,22,Yes,English and Spanish,Spanish,Spanish,Spanish and English,Yes,When I started going to school,17 (regular school classes),No,No,,descuento,descuento,1,dinera,dinero,dinero,noun,NA,NA,NA,B,r2_sp_b9,discount,Span
sp167,Female,25,Yes,"Spanish, English",Spanish,Spanish,Spanish,Yes,Elementary to college,My whole life.,No,No,,descuento,descuento,1,barato,barato,barato,adjective,NA,NA,NA,B,r2_sp_b9,discount,Span
sp168,Female,28,Yes,"English, Spanish",Spanish,"Spanish, English","Spanish, English",Yes,high school,4,Yes,No,,descuento,descuento,1,ahorrar,ahorrar,ahorrar,verb,NA,NA,NA,B,r2_sp_b9,discount,Span
sp169,Female,22,Yes,English and Spanish,2,2,2,No,,,Yes,Yes,US and 3/4 of my life,descuento,descuento,1,oferta,oferta,oferta,noun,NA,NA,NA,B,r2_sp_b9,discount,Span
sp170,Female,19,Yes,English and Spanish,Spanish,English,English,Yes,High School ,2,Yes,Yes,"The U.S., I live there.",descuento,descuento,1,compras,compra,compra,noun,NA,NA,NA,B,r2_sp_b9,discount,Span
sp171,Female,28,Yes,"Spanish, English",Spanish,Spanish/English,Spanish/English,Yes,High School,2,No,No,,descuento,descuento,1,venta ,venta,venta,noun,NA,NA,NA,B,r2_sp_b9,discount,Span
sp172,Female,29,Yes,Spanish and English,2,2,2,Yes,Elementary to college,4,Yes,No,,descuento,descuento,1,rebaja,rebaja,rebaja,noun,NA,NA,NA,B,r2_sp_b9,discount,Span
sp173,Female,22,Yes,2,Spanish/english,Spanish/english,spanish/english,Yes,Highschool and college,15,Yes,Yes,"America, 22 years",descuento,descuento,1,venta,venta,venta,noun,NA,NA,NA,B,r2_sp_b9,discount,Span
sp174,Male,22,Yes,"English, Spanish",Spanish/English,English/Spanish,English/Spanish,Yes,Highschool and College,1 semester every 2 years,Yes,No,,descuento,descuento,1,barrato,barato,barato,adjective,NA,NA,NA,B,r2_sp_b9,discount,Span
sp175,Female,35,Yes,"english, spanish",spanish,"english, spanish","english, spanish",No,,,Yes,No,,descuento,descuento,1,venta,venta,venta,noun,NA,NA,NA,B,r2_sp_b9,discount,Span
sp176,Male,27,Yes,"English, Spanish",1,2,2,Yes,elementary school,3,No,Yes,"USA, for life 27 years",descuento,descuento,1,dinero,dinero,dinero,noun,NA,NA,NA,B,r2_sp_b9,discount,Span
sp177,Male,20,Yes,"English, Spanish",,,,No,,,No,No,,descuento,descuento,1,Reducido,reducido,reducido,adjective,NA,NA,NA,B,r2_sp_b9,discount,Span
sp178,Male,23,Yes,"English , Spanish",Spanish,"English , Spanish","English , Spanish",Yes,Elementary School,18 years,No,Yes,Canada for 3 months,descuento,descuento,1,comprar,comprar,comprar,verb,NA,NA,NA,B,r2_sp_b9,discount,Span
sp179,Female,29,Yes,"Spanish, English",Spanish,Spanish,Spanish and English,Yes,"elementary school, middle, high school and college",15,Yes,No,,descuento,descuento,1,dinero,dinero,dinero,noun,NA,NA,NA,B,r2_sp_b9,discount,Span
sp180,Male,30,Yes,"spanish, english",spanish,spanish/english,spanish/english,No,,,Yes,Yes,"america, born and raised here",descuento,descuento,1,dinero,dinero,dinero,noun,NA,NA,NA,B,r2_sp_b9,discount,Span
sp181,Female,33,Yes,english and spanish,spanish,spanish and english,spanish and english,Yes,kindergarten was an ESOL class then I had regular classes,"I guess the one year and then just going to school, everything was in English",No,No,,descuento,descuento,1,tienda,tienda,tienda,noun,NA,NA,NA,B,r2_sp_b9,discount,Span
sp182,Male,22,Yes,English Spanish Japanese,Spanish,Spanish English,Spanish English Japanese,Yes,elementary school and middle school,2 years,No,Yes,"United States, live there now, 12 years",descuento,descuento,1,barato,barato,barato,adjective,NA,NA,NA,B,r2_sp_b9,discount,Span
sp183,Female,18,Yes,spanish and english ,spanish,spanish,spanish ,Yes,elementary school,3 years,No,Yes,America since I was 3 and I currently live here,descuento,descuento,1,rumor,rumor,rumor,noun,NA,NA,NA,B,r2_sp_b9,discount,Span
sp184,Male,25,Yes,"English, Spanish","English, Spanish","English, Spanish","English, Spanish",No,,,Yes,No,,descuento,descuento,1,Comprar,comprar,comprar,verb,NA,NA,NA,B,r2_sp_b9,discount,Span
sp185,Male,21,Yes,English and Spanish,Spanish,Spanish,Spanish,Yes,"Elementary, Middle and High School",Every year of school,No,No,,descuento,descuento,1,dinero,dinero,dinero,noun,NA,NA,NA,B,r2_sp_b9,discount,Span
sp186,Male,22,Yes,"english, spanish",spanish,"spanish, english","spanish, english",Yes,elementary school ,15 years,No,No,,descuento,descuento,1,tienda,tienda,tienda,noun,NA,NA,NA,B,r2_sp_b9,discount,Span
sp187,Female,35,Yes,English/ Spanish,English/Spanish,English/Spanish,English/Spanish,Yes,"High school,  college",15,Yes,Yes,America,descuento,descuento,1,Rebajas ,rebaja,rebaja,noun,NA,NA,NA,B,r2_sp_b9,discount,Span
sp188,Male,30,Yes,"English, Spanish",Spanish,Spanish and english,Spanish and english,No,,,Yes,No,,descuento,descuento,1,Barato,barato,barato,adjective,NA,NA,NA,B,r2_sp_b9,discount,Span
sp189,Female,24,Yes,"Spanish, English, Portuguese",Spanish,Spanish,Spanish,Yes,Elementary and middle school,8 years,Yes,No,,descuento,descuento,1,Barato,barato,barato,adjective,NA,NA,NA,B,r2_sp_b9,discount,Span
sp190,Female,19,Yes,"Spanish, English",Spanish,english/Spanish,English/Spanish,No,,,No,No,,descuento,descuento,1,dinero,dinero,dinero,noun,NA,NA,NA,B,r2_sp_b9,discount,Span
sp191,Female,19,Yes,english and spanish,spanish,english and spanish,english and spanish,Yes,High school and college,"Umm, around 2 years",Yes,Yes,"United States, for 3 months",descuento,descuento,1,dinero,dinero,dinero,noun,NA,NA,NA,B,r2_sp_b9,discount,Span
sp192,Female,26,Yes,English and Spanish,1,2,2,Yes,preschool,12,Yes,Yes,United States,descuento,descuento,1,barato,barato,barato,adjective,NA,NA,NA,B,r2_sp_b9,discount,Span
sp193,Male,25,Yes,"Spanish, English",Spanish,Spanish,Spanish,Yes,Starting in primary school and every year until graduating high school.,about 15 years,Yes,Yes,"I live in the USA, have lived here my whole life (25 years)",descuento,descuento,1,ahorro,ahorro,ahorro,noun,NA,NA,NA,B,r2_sp_b9,discount,Span
sp194,Female,24,Yes,English and Spanish ,spanish ,English and Spanish ,English and Spanish ,No,,,No,Yes,USA 22years ,descuento,descuento,1,tienda ,tienda,tienda,noun,NA,NA,NA,B,r2_sp_b9,discount,Span
sp195,Female,23,Yes,English and Spanish,"English, Spanish","English, Spanish","English, Spanish",Yes,elementary,1 year,No,No,,descuento,descuento,1,rebaja,rebaja,rebaja,noun,NA,NA,NA,B,r2_sp_b9,discount,Span
