"","source","target","weight"
"427","deporte","box",1
"428","deporte","bus",1
"429","deporte","calor",1
"430","deporte","camiseta",1
"431","deporte","campo",1
"432","deporte","cancha",1
"433","deporte","cansado",2
"434","deporte","chavo",1
"435","deporte","chivas",1
"436","deporte","ciudad",1
"437","deporte","correr",7
"438","deporte","deportista",1
"439","deporte","divertido",2
"440","deporte","documento",1
"441","deporte","ejercicio",1
"442","deporte","energiia",1
"443","deporte","entrenar",2
"444","deporte","equipo",4
"445","deporte","escuela",2
"446","deporte","estadio",3
"447","deporte","fiesta",1
"448","deporte","fuerza",1
"449","deporte","fuutbol",37
"450","deporte","fuutbol americano",1
"451","deporte","gol",1
"452","deporte","golf",1
"453","deporte","golpear",1
"454","deporte","hombre",1
"455","deporte","importar",1
"456","deporte","juego",4
"457","deporte","jugador",2
"458","deporte","jugar",1
"459","deporte","messi",1
"460","deporte","movimiento",1
"461","deporte","mundial",1
"462","deporte","muusculo",1
"463","deporte","nadar",1
"464","deporte","natacioon",2
"465","deporte","partido",3
"466","deporte","pelota",14
"467","deporte","punto",1
"468","deporte","rapidez",1
"469","deporte","robado",1
"470","deporte","salud",1
"471","deporte","selecioon",1
"472","deporte","sudar",1
"473","deporte","sudor",1
"474","deporte","televisioon",1
"475","deporte","tenis",3
"476","deporte","tigre",1
"477","deporte","tomado",1
"478","deporte","trofeo",1
"479","deporte","zapatilla",1
"480","descuento","abrigo",1
"481","descuento","accesible",1
"482","descuento","ahorrar",1
"483","descuento","ahorro",5
"484","descuento","bajo",1
"485","descuento","banco",2
"486","descuento","barata",1
"487","descuento","barato",9
"488","descuento","bueno",2
"489","descuento","calle",1
"490","descuento","caro",1
"491","descuento","comida",2
"492","descuento","compra",9
"493","descuento","comprar",7
"494","descuento","cosa",1
"495","descuento","creedito",1
"496","descuento","cupoon",3
"497","descuento","deduccioon",1
"498","descuento","dinero",23
"499","descuento","especial",1
"500","descuento","feliz",1
"501","descuento","gasto",1
"502","descuento","liquidacioon",1
"503","descuento","lugar",1
"504","descuento","menos",1
"505","descuento","mercado",1
"506","descuento","mercanciia",1
"507","descuento","mitad",1
"508","descuento","oferta",2
"509","descuento","porcentaje",3
"510","descuento","precio",3
"511","descuento","quitar",1
"512","descuento","rebaja",6
"513","descuento","rebajado",1
"514","descuento","reduccioon",1
"515","descuento","reducido",1
"516","descuento","reducir",2
"517","descuento","reembolso",1
"518","descuento","remover",1
"519","descuento","ropa",14
"520","descuento","ross",1
"521","descuento","rumor",1
"522","descuento","salvar",1
"523","descuento","tienda",17
"524","descuento","venta",6
"525","descuento","vestido",1
"526","descuento","videojuego",1
"527","descuento","viejo",1
"528","descuento","zapato",1
"529","doctor","alivio",2
"530","doctor","atencioon",1
"531","doctor","ayuda",1
"532","doctor","blanco",3
"533","doctor","calidad",1
"534","doctor","cardioologo",1
"535","doctor","carrera",1
"536","doctor","cirugiia",2
"537","doctor","cirujano",1
"538","doctor","cita",2
"539","doctor","cliinica",4
"540","doctor","colegio",1
"541","doctor","consultorio",2
"542","doctor","covid",1
"543","doctor","dentista",1
"544","doctor","diagnoostico",1
"545","doctor","dinero",4
"546","doctor","diplomado",1
"547","doctor","enfermedad",2
"548","doctor","enfermero",18
"549","doctor","enfermo",7
"550","doctor","escuela",1
"551","doctor","estudiado",1
"552","doctor","estudio",1
"553","doctor","factura",1
"554","doctor","farmacia",1
"555","doctor","gripe",1
"556","doctor","guante",1
"557","doctor","hospital",19
"558","doctor","instructor",1
"559","doctor","inteligente",2
"560","doctor","lesioon",1
"561","doctor","medicina",20
"562","doctor","meedico",6
"563","doctor","nodriza",1
"564","doctor","oficina",1
"565","doctor","paciente",3
"566","doctor","pediaatrico",1
"567","doctor","pediatra",1
"568","doctor","piildora",1
"569","doctor","psicoologo",1
"570","doctor","salud",7
"571","doctor","sana",1
"572","doctor","senor",1
"573","doctor","temperatura",1
"574","doctor","terapista",1
"575","doctor","trabajo",2
"576","doctor","universidad",1
"577","doctor","vacuna",2
"578","dormir","acostar",3
"579","dormir","alarma",1
"580","dormir","almohada",12
"581","dormir","cabecear",1
"582","dormir","cama",32
"583","dormir","cansado",5
"584","dormir","casa",1
"585","dormir","cobija",9
"586","dormir","colcha",1
"587","dormir","cuarto",2
"588","dormir","descansar",7
"589","dormir","descanso",1
"590","dormir","despertar",3
"591","dormir","escuela",1
"592","dormir","gato",1
"593","dormir","iglesia",1
"594","dormir","levantar",1
"595","dormir","mucho",1
"596","dormir","necesario",1
"597","dormir","necesitar",1
"598","dormir","noche",11
"599","dormir","ojo",2
"600","dormir","por favor",1
"601","dormir","recuperar",1
"602","dormir","relajar",2
"603","dormir","relax",1
"604","dormir","roncar",3
"605","dormir","ronquido",1
"606","dormir","ropa",1
"607","dormir","saabana",2
"608","dormir","siesta",2
"609","dormir","sonnar",6
"610","dormir","suenno",22
"611","dormir","tarde",1
"612","dormir","transponer",1
"613","dulce","abuela",2
"614","dulce","agua",1
"615","dulce","alfajor",1
"616","dulce","azuucar",12
"617","dulce","beber",1
"618","dulce","bebida",1
"619","dulce","bizcocho",2
"620","dulce","bomboon",1
"621","dulce","cafee",2
"622","dulce","canela",1
"623","dulce","caramelo",11
"624","dulce","cavidad",2
"625","dulce","chamoy",3
"626","dulce","chicle",2
"627","dulce","chile",1
"628","dulce","chocolate",18
"629","dulce","churro",1
"630","dulce","comida",1
"631","dulce","confite",1
"632","dulce","delicioso",2
"633","dulce","dentista",2
"634","dulce","diente",1
"635","dulce","dinero",1
"636","dulce","dona",1
"637","dulce","dulce de leche",2
"638","dulce","dulceriia",1
"639","dulce","engordante",1
"640","dulce","engordar",1
"641","dulce","fiesta",2
"642","dulce","frasco",1
"643","dulce","fruta",3
"644","dulce","galleta",2
"645","dulce","golosina",2
"646","dulce","goma",1
"647","dulce","gomita",1
"648","dulce","gusto",1
"649","dulce","helado",2
"650","dulce","huevo",1
"651","dulce","jugo",1
"652","dulce","leche",6
"653","dulce","manjar",1
"654","dulce","mazapaan",1
"655","dulce","miel",1
"656","dulce","nieve",1
"657","dulce","ninno",1
"658","dulce","paleta",5
"659","dulce","pan",4
"660","dulce","pastel",7
"661","dulce","pegostioso",1
"662","dulce","pinnata",2
"663","dulce","postre",4
"664","dulce","rico",4
"665","dulce","rosa",1
"666","dulce","sabor",1
"667","dulce","sabroso",2
"668","dulce","tamarindo",3
"669","dulce","tienda",2
"670","ejercicio","abdominal",2
"671","ejercicio","actividad",1
"672","ejercicio","aeroobico",1
"673","ejercicio","afuera",1
"674","ejercicio","aire",1
"675","ejercicio","bicicleta",2
"676","ejercicio","brincar",3
"677","ejercicio","caliente",1
"678","ejercicio","calor",2
"679","ejercicio","caloriia",3
"680","ejercicio","caminar",6
"681","ejercicio","cansado",5
"682","ejercicio","cansancio",2
"683","ejercicio","comida",1
"684","ejercicio","correr",24
"685","ejercicio","deporte",2
"686","ejercicio","dieta",1
"687","ejercicio","difiicil",1
"688","ejercicio","energiia",1
"689","ejercicio","esforzar",1
"690","ejercicio","esfuerzo",1
"691","ejercicio","fiisico",2
"692","ejercicio","fuerte",2
"693","ejercicio","fuerza",1
"694","ejercicio","fuutbol",2
"695","ejercicio","gimnasio",6
"696","ejercicio","importante",1
"697","ejercicio","jugar",2
"698","ejercicio","maaquina",1
"699","ejercicio","metal",1
"700","ejercicio","mover",1
"701","ejercicio","muusculo",5
"702","ejercicio","muusica",1
"703","ejercicio","nadar",4
"704","ejercicio","pelota",1
"705","ejercicio","pesa",6
"706","ejercicio","pesado",1
"707","ejercicio","peso",9
"708","ejercicio","ropa",1
"709","ejercicio","rutina",1
"710","ejercicio","saltar",1
"711","ejercicio","salud",2
"712","ejercicio","saludable",3
"713","ejercicio","sudar",5
"714","ejercicio","sudor",13
"715","ejercicio","tenis",1
"716","ejercicio","trabajar",1
"717","ejercicio","trabajo",1
"718","ejercicio","yoga",1
"719","ejercicio","zapato",3
"720","escoba","abuela",2
"721","escoba","aburrido",1
"722","escoba","aspirar",1
"723","escoba","barrer",14
"724","escoba","basura",4
"725","escoba","bruja",2
"726","escoba","casa",5
"727","escoba","cepillo",2
"728","escoba","cocina",1
"729","escoba","cuarto",1
"730","escoba","cubo",1
"731","escoba","escubir",1
"732","escoba","faena",1
"733","escoba","frazada",1
"734","escoba","jaboon",1
"735","escoba","limpia",1
"736","escoba","limpiar",29
"737","escoba","limpieza",5
"738","escoba","limpio",4
"739","escoba","madre",1
"740","escoba","mamaa",1
"741","escoba","mandado",1
"742","escoba","mop",1
"743","escoba","mopa",1
"744","escoba","mopear",1
"745","escoba","mugre",2
"746","escoba","mujer",1
"747","escoba","organizado",1
"748","escoba","palo",2
"749","escoba","piedra",1
"750","escoba","piso",6
"751","escoba","polvo",4
"752","escoba","recogedor",7
"753","escoba","recoger",2
"754","escoba","responsabilidad",1
"755","escoba","retama",1
"756","escoba","sucio",11
"757","escoba","suelo",2
"758","escoba","tarea",2
"759","escoba","tierra",3
"760","escoba","trabajo",5
"761","escoba","trapeador",7
"762","escoba","trapear",2
"763","escoba","trapo",2
"764","escoba","viejo",1
"765","escoba","volar",1
"766","foto","aalbum",3
"767","foto","amigo",2
"768","foto","amigui",1
"769","foto","aventura",1
"770","foto","caamara",31
"771","foto","carro",1
"772","foto","celular",1
"773","foto","collage",1
"774","foto","cuadro",1
"775","foto","destello",1
"776","foto","digital",1
"777","foto","diversioon",1
"778","foto","espejo",1
"779","foto","evento",1
"780","foto","familia",10
"781","foto","felicidad",1
"782","foto","feliz",3
"783","foto","fiesta",1
"784","foto","film",1
"785","foto","fotografiia",2
"786","foto","fotoografo",2
"787","foto","guardar",1
"788","foto","imagen",4
"789","foto","iphone",1
"790","foto","lente",1
"791","foto","maquillaje",1
"792","foto","memoria",10
"793","foto","mismo",1
"794","foto","modelo",1
"795","foto","momento",1
"796","foto","nina",1
"797","foto","novia",1
"798","foto","paisaje",1
"799","foto","panorama",1
"800","foto","parque",1
"801","foto","pasado",1
"802","foto","pasear",1
"803","foto","perro",1
"804","foto","persona",2
"805","foto","polaroid",3
"806","foto","portarretrato",1
"807","foto","pose",1
"808","foto","recuerdo",10
"809","foto","reflexioon",1
"810","foto","revelado",1
"811","foto","rollo",1
"812","foto","sonreiir",3
"813","foto","sonrisa",7
"814","foto","tecnologiia",1
"815","foto","teleefono",4
"816","foto","tiempo",2
"817","foto","turismo",1
"818","foto","vestido",1
"819","foto","viaje",1
"820","foto","video",2
"821","foto","voto",1
"822","foto","yo",1
"823","foto","zapato",1
"824","fuutbol","aburrido",2
"825","fuutbol","activo",1
"826","fuutbol","alegriia",1
"827","fuutbol","americano",5
"828","fuutbol","baasquetbol",1
"829","fuutbol","baloon",4
"830","fuutbol","barcelona",1
"831","fuutbol","beeisbol",1
"832","fuutbol","bola",5
"833","fuutbol","campeoon",1
"834","fuutbol","cancha",4
"835","fuutbol","comida",1
"836","fuutbol","copa",1
"837","fuutbol","correr",6
"838","fuutbol","deporte",11
"839","fuutbol","deportista",1
"840","fuutbol","distraccioon",1
"841","fuutbol","diversioon",2
"842","fuutbol","divertido",1
"843","fuutbol","equipo",5
"844","fuutbol","esporte",1
"845","fuutbol","estadio",4
"846","fuutbol","fuutbol americano",2
"847","fuutbol","gente",1
"848","fuutbol","gol",4
"849","fuutbol","golazo",2
"850","fuutbol","gramilla",1
"851","fuutbol","grupo",1
"852","fuutbol","hincha",1
"853","fuutbol","juego",4
"854","fuutbol","jugador",4
"855","fuutbol","jugar",3
"856","fuutbol","liga",1
"857","fuutbol","llorar",1
"858","fuutbol","madrid",1
"859","fuutbol","messi",4
"860","fuutbol","mexicano",1
"861","fuutbol","mundial",1
"862","fuutbol","pasto",1
"863","fuutbol","patada",1
"864","fuutbol","patear",1
"865","fuutbol","pelee",1
"866","fuutbol","pelota",25
"867","fuutbol","pie",2
"868","fuutbol","portero",2
"869","fuutbol","ronaldo",1
"870","fuutbol","saabado",1
"871","fuutbol","seleccioon",1
"872","fuutbol","televisioon",4
"873","fuutbol","trofeo",1
"874","fuutbol","uniforme",1
"875","fuutbol","zacate",1
"876","hospital","afectado",1
"877","hospital","ambulancia",2
"878","hospital","ayuda",1
"879","hospital","cama",3
"880","hospital","camilla",1
"881","hospital","cliinica",3
"882","hospital","corazoon",1
"883","hospital","curacioon",1
"884","hospital","curita",1
"885","hospital","danno",1
"886","hospital","delicado",1
"887","hospital","dinero",2
"888","hospital","doctor",29
"889","hospital","dolor",1
"890","hospital","embarazada",1
"891","hospital","emergencia",1
"892","hospital","enfermedad",10
"893","hospital","enfermero",12
"894","hospital","enfermo",19
"895","hospital","esteeril",1
"896","hospital","grande",1
"897","hospital","gravedad",1
"898","hospital","hueso",1
"899","hospital","inyeccioon",2
"900","hospital","jeringuilla",1
"901","hospital","laboratorio",1
"902","hospital","medicamento",1
"903","hospital","medicina",8
"904","hospital","meedico",2
"905","hospital","morir",1
"906","hospital","muerte",6
"907","hospital","necesario",1
"908","hospital","paciente",3
"909","hospital","rojo",1
"910","hospital","roto",1
"911","hospital","sangre",1
"912","hospital","seguro social",1
"913","hospital","suero",1
"914","hospital","sufrir",1
"915","hospital","temperatura",1
"916","hospital","termoometro",1
"917","hospital","tos",1
"918","hospital","triste",2
"919","hospital","vacuna",1
"920","hospital","vendaje",1
"921","hospital","visita",1
"922","hotel","agua",1
"923","hotel","aire",1
"924","hotel","alberca",3
"925","hotel","aventura",1
"926","hotel","avioon",1
"927","hotel","boleto",1
"928","hotel","bonito",1
"929","hotel","california",1
"930","hotel","cama",19
"931","hotel","campar",1
"932","hotel","cancuun",1
"933","hotel","cansado",1
"934","hotel","caro",1
"935","hotel","casa",3
"936","hotel","comida",2
"937","hotel","conferencia",1
"938","hotel","costo",2
"939","hotel","cuarto",10
"940","hotel","desayuno",1
"941","hotel","descansar",2
"942","hotel","dinero",2
"943","hotel","dormir",12
"944","hotel","dormitorio",1
"945","hotel","ducha",1
"946","hotel","elevador",2
"947","hotel","familia",2
"948","hotel","habitacioon",2
"949","hotel","hotelero",1
"950","hotel","invitacioon",1
"951","hotel","jaboon",1
"952","hotel","las vegas",1
"953","hotel","llave",1
"954","hotel","motel",2
"955","hotel","noche",1
"956","hotel","pasillo",1
"957","hotel","piscina",3
"958","hotel","piso",1
"959","hotel","playa",3
"960","hotel","puerta",2
"961","hotel","recepcionista",1
"962","hotel","relajar",1
"963","hotel","relax",1
"964","hotel","rentar",1
"965","hotel","reservacioon",1
"966","hotel","restaurante",1
"967","hotel","sala",1
"968","hotel","satisfactorio",1
"969","hotel","servicio",2
"970","hotel","servicio de cuarto",1
"971","hotel","trabajo",2
"972","hotel","trivago",2
"973","hotel","vacacioon",8
"974","hotel","viaja",1
"975","hotel","viajar",2
"976","hotel","viaje",13
"977","hotel","visita",1
"978","lechuga","agua",1
"979","lechuga","alimento",1
"980","lechuga","animal",1
"981","lechuga","broocoli",1
"982","lechuga","cebolla",2
"983","lechuga","cocina",1
"984","lechuga","coliflor",1
"985","lechuga","comer",5
"986","lechuga","comida",6
"987","lechuga","conejo",2
"988","lechuga","cuchillo",1
"989","lechuga","dieta",2
"990","lechuga","ensalada",23
"991","lechuga","espinaca",4
"992","lechuga","fresco",1
"993","lechuga","hamburguesa",7
"994","lechuga","huerta",1
"995","lechuga","jamoon",1
"996","lechuga","jitomate",1
"997","lechuga","mojado",1
"998","lechuga","panini",1
"999","lechuga","pepino",1
"1000","lechuga","peso",1
"1001","lechuga","planta",2
"1002","lechuga","plato",1
"1003","lechuga","pozole",1
"1004","lechuga","queso",1
"1005","lechuga","ranch",2
"1006","lechuga","repollo",4
"1007","lechuga","rico",1
"1008","lechuga","romano",1
"1009","lechuga","saludable",5
"1010","lechuga","sandwich",6
"1011","lechuga","sano",1
"1012","lechuga","sembrar",2
"1013","lechuga","tierra",2
"1014","lechuga","tomate",8
"1015","lechuga","torta",1
"1016","lechuga","tortuga",1
"1017","lechuga","vegetal",7
"1018","lechuga","verde",18
"1019","lechuga","verdura",16
"1020","medicina","agua",1
"1021","medicina","alivio",2
"1022","medicina","amoxicilina",1
"1023","medicina","antibiootico",1
"1024","medicina","aseguranza",1
"1025","medicina","aspirina",1
"1026","medicina","ayuda",1
"1027","medicina","cabeza",1
"1028","medicina","cansado",1
"1029","medicina","caro",2
"1030","medicina","covid",1
"1031","medicina","cuchara",1
"1032","medicina","cura",3
"1033","medicina","curar",2
"1034","medicina","curita",1
"1035","medicina","danno",1
"1036","medicina","dinero",2
"1037","medicina","doctor",28
"1038","medicina","dolor",2
"1039","medicina","dormido",1
"1040","medicina","dosis",1
"1041","medicina","edad",1
"1042","medicina","enfermedad",2
"1043","medicina","enfermeriia",1
"1044","medicina","enfermero",7
"1045","medicina","enfermo",13
"1046","medicina","farmacia",6
"1047","medicina","hierba",1
"1048","medicina","hospicio",1
"1049","medicina","hospital",12
"1050","medicina","investigacioon",1
"1051","medicina","malo",1
"1052","medicina","marihuana",1
"1053","medicina","medicamento",3
"1054","medicina","meedico",2
"1055","medicina","mejor",1
"1056","medicina","mejorar",1
"1057","medicina","pastilla",6
"1058","medicina","piildora",2
"1059","medicina","prescripcioon",2
"1060","medicina","quiimico",1
"1061","medicina","receta",1
"1062","medicina","recuperar",1
"1063","medicina","remedio",2
"1064","medicina","resfriio",1
