Participant,Gender,Age,SpanL1,LangSpoken,Lang_0.5,Lang_6.12,Lang_13.18,Eng_classes,Eng_classes_time,Eng_classes_amount,Caregivers_speak_Eng,Eng_travel,Eng_country,Word,word_lemma,AssociateNumber,Orig_Response,Response,Response_lemma,Response_Class,Relation_Type,Confidence,Comments,List,word_ID,translation,Block
sp222,Female,22,Yes,"English, Spanish",Spanish,Spanish/English,Spanish/English,Yes,"Elementary, middle school, high school, college",17 years,Yes,Yes,"U.S.A, 17 years",cow,,2,moo,moo,,unclear,,,,Unique,r3_en_2,vaca,Eng
sp223,Male,28,Yes,"english, spanish",2,2,2,No,,,Yes,No,,cow,,2,milk,milk,,noun,,,,Unique,r3_en_2,vaca,Eng
sp224,Female,19,Yes,spanish and english,spanish,spanish,spanish,No,,,No,No,,cow,,2,farm,farm,,noun,,,,Unique,r3_en_2,vaca,Eng
sp225,Male,22,Yes,English and Spanish ,Spanish ,Spanish and English ,Spanish and English ,Yes,All through school,13,Yes,Yes,I live in America and have travelled from La to Missouri ,cow,,2,Burger,burger,,noun,,,,Unique,r3_en_2,vaca,Eng
sp226,Female,22,Yes,"English, Spanish",Spanish,"English,Spanish","English, Spanish",Yes,High School,4,No,No,,cow,,2,animal,animal,,noun,,,,Unique,r3_en_2,vaca,Eng
sp227,Female,19,Yes,Spanish and English ,Spanish ,Both ,Both ,Yes,High school ,4,No,No,,cow,,2,Grass ,grass,,noun,,,,Unique,r3_en_2,vaca,Eng
sp228,Female,28,Yes,English and Spanish,Spanish,Spanish,Spanish,Yes,Pre-kindergarten,1 year,No,No,,cow,,2,Meat,meat,,noun,,,,Unique,r3_en_2,vaca,Eng
sp229,Female,25,Yes,Spanish and English,Spanish,Spanish and English,Spanish and English,No,,,No,No,,cow,,2,Moo,moo,,unclear,,,,Unique,r3_en_2,vaca,Eng
sp230,Female,20,Yes,Spanish and english,Spanish and English ,English,English,No,,,Yes,Yes,"America, I currently live here ",cow,,2,Cattle,cattle,,noun,,,,Unique,r3_en_2,vaca,Eng
sp231,Male,20,Yes,English and Spanish,Spanish,Spanish,Spanish,No,,,No,Yes,I live here,cow,,2,Milk,milk,,noun,,,,Unique,r3_en_2,vaca,Eng
sp232,Female,18,Yes,Spanish and English,Spanish and English,Spanish,Spanish and English,Yes,Elementary through High School,10,Yes,No,,cow,,2,milk,milk,,noun,,,,Unique,r3_en_2,vaca,Eng
sp233,Male,24,Yes,"English, Spanish",Spanish,English,English,Yes,Elementary,19 years,Yes,Yes,24 years,cow,,2,spot,spot,,noun,,,,Unique,r3_en_2,vaca,Eng
sp234,Female,18,Yes,"English, Spanish",Spanish,"English, Spanish","English, Spanish",No,,,Yes,Yes,"US, 18 years",cow,,2,white,white,,adjective,,,,Unique,r3_en_2,vaca,Eng
sp235,Female,25,Yes,English and Spanish ,Spanish,Spanish,English and Spanish ,Yes,Elementary school,4 years ,Yes,Yes,U.S. I was born there ,cow,,2,Graze,to_graze,,verb,,,,Unique,r3_en_2,vaca,Eng
sp236,Female,28,Yes,"English, Spanish ",Spanish ,"Spanish, English ",English ,Yes,Elementary school ,2,Yes,Yes,Scotland for four months ,cow,,2,Farm ,farm,,noun,,,,Unique,r3_en_2,vaca,Eng
sp237,Male,33,Yes,"english, spanish",spanish,english,english,Yes,"high school, college",2,Yes,Yes,The United Kingdom,cow,,2,meat,meat,,noun,,,,Unique,r3_en_2,vaca,Eng
sp238,Female,20,Yes,English and Spanish,Spanish,Spanish and English,Spanish and English,Yes,high school and college,all of high school and two semesters in college,Yes,No,,cow,,2,meat,meat,,noun,,,,Unique,r3_en_2,vaca,Eng
sp239,Male,22,Yes,"Spanish, English, Japanese",Spanish,Spanish,Spanish,No,,,No,Yes,"United States, 5 years",cow,,2,white,white,,adjective,,,,Unique,r3_en_2,vaca,Eng
sp240,Male,20,Yes,English and Spanish,spanish,spanish,spanish and english,Yes,"school grades 1-12, college",13,No,No,,cow,,2,livestock,livestock,,noun,,,,Unique,r3_en_2,vaca,Eng
sp241,Female,31,Yes,English and Spanish,English and Spanish,English and Spanish,English and Spanish,Yes,K-12 and freshman year of college,14,Yes,No,,cow,,2,spots,spot,,noun,,,,Unique,r3_en_2,vaca,Eng
sp242,Female,25,Yes,Spanish and English ,Spanish ,Spanish and English ,Spanish and English ,Yes,Elementary-college,4,No,No,,cow,,2,Burger,burger,,noun,,,,Unique,r3_en_2,vaca,Eng
sp243,Male,22,Yes,"Spanish, English",Spanish,"Spanish, English","Spanish, English",Yes,Elementary school through high school,12 years,No,No,,cow,,2,milk,milk,,noun,,,,Unique,r3_en_2,vaca,Eng
sp244,Male,26,Yes,English and Spanish,2,2,2,No,,,Yes,No,,cow,,2,big,big,,noun,,,,Unique,r3_en_2,vaca,Eng
sp245,Female,19,Yes,Spanish and English,Spanish,Spanish and English,Spanish and English,No,,,Yes,No,,cow,,2,animal,animal,,noun,,,,Unique,r3_en_2,vaca,Eng
sp246,Female,21,Yes,"english, spanish",spanish,"english, spanish ","english, spanish",Yes,"high school college-level classes, actual college classes ",around 6,Yes,No,,cow,,2,cowbell ,cowbell,,noun,,,,Unique,r3_en_2,vaca,Eng
sp247,Female,19,Yes,"Spanish, English, German",Spanish,Spanish,Spanish,Yes,Highschool,4,Yes,No,,cow,,2,spots,spot,,noun,,,,Unique,r3_en_2,vaca,Eng
sp248,Male,19,Yes,spanish and english,spanish,spanish,spanish,Yes,every year of school,15 years,Yes,No,,cow,,2,steak,steak,,noun,,,,Unique,r3_en_2,vaca,Eng
sp249,Female,27,Yes,Spanish and English,Spanish,English,English,No,,,No,No,,cow,,2,milk,milk,,noun,,,,Unique,r3_en_2,vaca,Eng
sp200,Male,24,Yes,"English, Spanish",spanish,spnaish,spanish,No,,,Yes,No,,cow,,3,white,white,,adjective,,,,Unique,r3_en_2,vaca,Eng
sp201,Female,22,Yes,English and Spanish,Spanish,Spanish,English,Yes,Preschool,10,Yes,Yes,England for a month,cow,,3,hamburger,hamburger,,noun,,,,Unique,r3_en_2,vaca,Eng
sp202,Female,29,Yes,"english, spanish",spanish,english,english,No,,,Yes,No,,cow,,3,cute,cute,,adjective,,,,Unique,r3_en_2,vaca,Eng
sp203,Male,18,Yes,"spanish, english",Spanish,"Spanish, English","Spanish, English",No,,,Yes,No,,cow,,3,big,big,,noun,,,,Unique,r3_en_2,vaca,Eng
sp204,Male,31,Yes,"English, Spanish","English, Spanish","English, Spanish","English, Spanish",Yes,Elementary and High School,4,Yes,Yes,"United States, 31 years",cow,,3,steak,steak,,noun,,,,Unique,r3_en_2,vaca,Eng
sp205,Male,19,Yes,English and Spanish,Spanish,Spanish,Spanish,Yes,Kindergarten,12,No,No,,cow,,3,Blood,blood,,noun,,,,Unique,r3_en_2,vaca,Eng
sp206,Female,26,Yes,"spanish, english",spanish,english/ spanish,english,No,,,Yes,No,,cow,,3,animal,animal,,noun,,,,Unique,r3_en_2,vaca,Eng
sp207,Male,22,Yes,"Spanish, English",Spanish ,Spanish,Spanish ,Yes,High School,4,Yes,Yes,"United States, 8 years",cow,,3,Milk,milk,,noun,,,,Unique,r3_en_2,vaca,Eng
sp208,Male,27,Yes,"English, Spanish","Spanish, English","Spanish, English","Spanish, English",Yes,"Elementary, Middle school, high school, college",16,No,No,,cow,,3,Milk,milk,,noun,,,,Unique,r3_en_2,vaca,Eng
sp209,Female,31,Yes,"Spanish, English, Protuguese",Spanish/Portuguese,English,,Yes,High school,4 years,No,Yes,Lived in Mexico in Portugal for 6 years each,cow,,3,grazing,to_graze,,verb,,,,Unique,r3_en_2,vaca,Eng
sp210,Male,20,Yes,English Spanish,Spanish,Spanish/English,Spanish/English,Yes,Since elementary,15 years,No,No,,cow,,3,white,white,,adjective,,,,Unique,r3_en_2,vaca,Eng
sp212,Male,28,Yes,"English, Spanish",Spanish and English,Spanish and English,Spanish and English,Yes,Since Kindergarten all the way to College.,20 years,Yes,No,,cow,,3,udders,udder,,noun,,,,Unique,r3_en_2,vaca,Eng
sp213,Male,21,Yes,English and Spanish,Spanish,"English, Spanish","English, Spanish",No,,,Yes,Yes,"USA, I live here",cow,,3,pig,pig,,noun,,,,Unique,r3_en_2,vaca,Eng
sp214,Male,32,Yes,Spanish & English,Spanish,Spanish,Spanish,Yes,Highschool and College,5,No,No,,cow,,3,steak,steak,,noun,,,,Unique,r3_en_2,vaca,Eng
sp215,Female,26,Yes,English and Spanish,English and Spanish,English and Spanish,English and Spanish,No,,,Yes,Yes,Canada for 8 days,cow,,3,Farm,farm,,noun,,,,Unique,r3_en_2,vaca,Eng
sp216,Female,28,Yes,"Spanish, english, guarani ",Spanish & Guarani,"Spanish, guarani & english","Spanish, guarani & english",Yes,Elementary school,1 year,Yes,No,,cow,,3,Beef,beef,,noun,,,,Unique,r3_en_2,vaca,Eng
sp217,Female,27,Yes,"English, Spanish",English/Spanish,English/Spanish,English/Spanish,No,,,Yes,No,,cow,,3,Happy,happy,,adjective,,,,Unique,r3_en_2,vaca,Eng
sp218,Male,20,Yes,English and Spanish,Spanish,spanish/english ,spanish/english,No,,,No,No,,cow,,3,farm,farm,,noun,,,,Unique,r3_en_2,vaca,Eng
sp219,Male,21,Yes,"English, Spanish","English, Spanish","English, Spanish","English, Spanish",Yes,High School,For the duration of elementary to high school.,Yes,No,,cow,,3,milk,milk,,noun,,,,Unique,r3_en_2,vaca,Eng
sp220,Male,26,Yes,spanish and english,spanish,spanish/english,spanish,No,,,Yes,No,,cow,,3,hooves,hoof,,noun,,,pezu�a,Unique,r3_en_2,vaca,Eng
sp221,Female,20,Yes,"Spanish, English, Japanese, Korean, Chinese",Spanish,Spanish,"Spanish, English",Yes,high school and college,7 years,No,Yes,United states for 3 years,cow,,3,milk,milk,,noun,,,,Unique,r3_en_2,vaca,Eng
sp222,Female,22,Yes,"English, Spanish",Spanish,Spanish/English,Spanish/English,Yes,"Elementary, middle school, high school, college",17 years,Yes,Yes,"U.S.A, 17 years",cow,,3,bell,bell,,noun,,,,Unique,r3_en_2,vaca,Eng
sp223,Male,28,Yes,"english, spanish",2,2,2,No,,,Yes,No,,cow,,3,india,india,,noun,,,,Unique,r3_en_2,vaca,Eng
sp224,Female,19,Yes,spanish and english,spanish,spanish,spanish,No,,,No,No,,cow,,3,pig,pig,,noun,,,,Unique,r3_en_2,vaca,Eng
sp225,Male,22,Yes,English and Spanish ,Spanish ,Spanish and English ,Spanish and English ,Yes,All through school,13,Yes,Yes,I live in America and have travelled from La to Missouri ,cow,,3,Bread,bread,,noun,,,,Unique,r3_en_2,vaca,Eng
sp226,Female,22,Yes,"English, Spanish",Spanish,"English,Spanish","English, Spanish",Yes,High School,4,No,No,,cow,,3,grass,grass,,noun,,,,Unique,r3_en_2,vaca,Eng
sp227,Female,19,Yes,Spanish and English ,Spanish ,Both ,Both ,Yes,High school ,4,No,No,,cow,,3,Field ,field,,noun,,,,Unique,r3_en_2,vaca,Eng
sp228,Female,28,Yes,English and Spanish,Spanish,Spanish,Spanish,Yes,Pre-kindergarten,1 year,No,No,,cow,,3,Barbeque,barbeque,,noun,,,,Unique,r3_en_2,vaca,Eng
sp229,Female,25,Yes,Spanish and English,Spanish,Spanish and English,Spanish and English,No,,,No,No,,cow,,3,Milk,milk,,noun,,,,Unique,r3_en_2,vaca,Eng
sp230,Female,20,Yes,Spanish and english,Spanish and English ,English,English,No,,,Yes,Yes,"America, I currently live here ",cow,,3,Spots,spot,,noun,,,,Unique,r3_en_2,vaca,Eng
sp231,Male,20,Yes,English and Spanish,Spanish,Spanish,Spanish,No,,,No,Yes,I live here,cow,,3,Mammal,mammal,,noun,,,,Unique,r3_en_2,vaca,Eng
sp232,Female,18,Yes,Spanish and English,Spanish and English,Spanish,Spanish and English,Yes,Elementary through High School,10,Yes,No,,cow,,3,grass,grass,,noun,,,,Unique,r3_en_2,vaca,Eng
sp233,Male,24,Yes,"English, Spanish",Spanish,English,English,Yes,Elementary,19 years,Yes,Yes,24 years,cow,,3,farm,farm,,noun,,,,Unique,r3_en_2,vaca,Eng
sp234,Female,18,Yes,"English, Spanish",Spanish,"English, Spanish","English, Spanish",No,,,Yes,Yes,"US, 18 years",cow,,3,milk,milk,,noun,,,,Unique,r3_en_2,vaca,Eng
sp235,Female,25,Yes,English and Spanish ,Spanish,Spanish,English and Spanish ,Yes,Elementary school,4 years ,Yes,Yes,U.S. I was born there ,cow,,3,Black,black,,adjective,,,,Unique,r3_en_2,vaca,Eng
sp236,Female,28,Yes,"English, Spanish ",Spanish ,"Spanish, English ",English ,Yes,Elementary school ,2,Yes,Yes,Scotland for four months ,cow,,3,Milk,milk,,noun,,,,Unique,r3_en_2,vaca,Eng
sp237,Male,33,Yes,"english, spanish",spanish,english,english,Yes,"high school, college",2,Yes,Yes,The United Kingdom,cow,,3,milk,milk,,noun,,,,Unique,r3_en_2,vaca,Eng
sp238,Female,20,Yes,English and Spanish,Spanish,Spanish and English,Spanish and English,Yes,high school and college,all of high school and two semesters in college,Yes,No,,cow,,3,grass,grass,,noun,,,,Unique,r3_en_2,vaca,Eng
sp239,Male,22,Yes,"Spanish, English, Japanese",Spanish,Spanish,Spanish,No,,,No,Yes,"United States, 5 years",cow,,3,black,black,,adjective,,,,Unique,r3_en_2,vaca,Eng
sp240,Male,20,Yes,English and Spanish,spanish,spanish,spanish and english,Yes,"school grades 1-12, college",13,No,No,,cow,,3,animals,animal,,noun,,,,Unique,r3_en_2,vaca,Eng
sp241,Female,31,Yes,English and Spanish,English and Spanish,English and Spanish,English and Spanish,Yes,K-12 and freshman year of college,14,Yes,No,,cow,,3,fence,fence,,noun,,,,Unique,r3_en_2,vaca,Eng
sp242,Female,25,Yes,Spanish and English ,Spanish ,Spanish and English ,Spanish and English ,Yes,Elementary-college,4,No,No,,cow,,3,Cute,cute,,adjective,,,,Unique,r3_en_2,vaca,Eng
sp243,Male,22,Yes,"Spanish, English",Spanish,"Spanish, English","Spanish, English",Yes,Elementary school through high school,12 years,No,No,,cow,,3,calf,calf,,noun,,,ternero,Unique,r3_en_2,vaca,Eng
sp244,Male,26,Yes,English and Spanish,2,2,2,No,,,Yes,No,,cow,,3,life,life,,noun,,,,Unique,r3_en_2,vaca,Eng
sp245,Female,19,Yes,Spanish and English,Spanish,Spanish and English,Spanish and English,No,,,Yes,No,,cow,,3,milk,milk,,noun,,,,Unique,r3_en_2,vaca,Eng
sp246,Female,21,Yes,"english, spanish",spanish,"english, spanish ","english, spanish",Yes,"high school college-level classes, actual college classes ",around 6,Yes,No,,cow,,3,pasture,pasture,,noun,,,,Unique,r3_en_2,vaca,Eng
sp247,Female,19,Yes,"Spanish, English, German",Spanish,Spanish,Spanish,Yes,Highschool,4,Yes,No,,cow,,3,bell,bell,,noun,,,,Unique,r3_en_2,vaca,Eng
sp248,Male,19,Yes,spanish and english,spanish,spanish,spanish,Yes,every year of school,15 years,Yes,No,,cow,,3,leather,leather,,noun,,,,Unique,r3_en_2,vaca,Eng
sp249,Female,27,Yes,Spanish and English,Spanish,English,English,No,,,No,No,,cow,,3,teats,teat,,noun,,,,Unique,r3_en_2,vaca,Eng
sp200,Male,24,Yes,"English, Spanish",spanish,spnaish,spanish,No,,,Yes,No,,hospital,,1,injury,injury,,noun,,,,Unique,r3_en_3,hospital,Eng
sp201,Female,22,Yes,English and Spanish,Spanish,Spanish,English,Yes,Preschool,10,Yes,Yes,England for a month,hospital,,1,nurse,nurse,,noun,,,,Unique,r3_en_3,hospital,Eng
sp202,Female,29,Yes,"english, spanish",spanish,english,english,No,,,Yes,No,,hospital,,1,sick,sick,,adjective,,,,Unique,r3_en_3,hospital,Eng
sp203,Male,18,Yes,"spanish, english",Spanish,"Spanish, English","Spanish, English",No,,,Yes,No,,hospital,,1,sick,sick,,adjective,,,,Unique,r3_en_3,hospital,Eng
sp204,Male,31,Yes,"English, Spanish","English, Spanish","English, Spanish","English, Spanish",Yes,Elementary and High School,4,Yes,Yes,"United States, 31 years",hospital,,1,doctor,doctor,,noun,,,,Unique,r3_en_3,hospital,Eng
sp205,Male,19,Yes,English and Spanish,Spanish,Spanish,Spanish,Yes,Kindergarten,12,No,No,,hospital,,1,Healthcare,healthcare,,noun,,,,Unique,r3_en_3,hospital,Eng
sp206,Female,26,Yes,"spanish, english",spanish,english/ spanish,english,No,,,Yes,No,,hospital,,1,sick,sick,,adjective,,,,Unique,r3_en_3,hospital,Eng
sp207,Male,22,Yes,"Spanish, English",Spanish ,Spanish,Spanish ,Yes,High School,4,Yes,Yes,"United States, 8 years",hospital,,1,Sick,sick,,adjective,,,,Unique,r3_en_3,hospital,Eng
sp208,Male,27,Yes,"English, Spanish","Spanish, English","Spanish, English","Spanish, English",Yes,"Elementary, Middle school, high school, college",16,No,No,,hospital,,1,Scary,scary,,adjective,,,,Unique,r3_en_3,hospital,Eng
sp209,Female,31,Yes,"Spanish, English, Protuguese",Spanish/Portuguese,English,,Yes,High school,4 years,No,Yes,Lived in Mexico in Portugal for 6 years each,hospital,,1,sick,sick,,adjective,,,,Unique,r3_en_3,hospital,Eng
sp210,Male,20,Yes,English Spanish,Spanish,Spanish/English,Spanish/English,Yes,Since elementary,15 years,No,No,,hospital,,1,medicine,medicine,,noun,,,,Unique,r3_en_3,hospital,Eng
sp212,Male,28,Yes,"English, Spanish",Spanish and English,Spanish and English,Spanish and English,Yes,Since Kindergarten all the way to College.,20 years,Yes,No,,hospital,,1,dying,dying,,unclear,,,,Unique,r3_en_3,hospital,Eng
sp213,Male,21,Yes,English and Spanish,Spanish,"English, Spanish","English, Spanish",No,,,Yes,Yes,"USA, I live here",hospital,,1,clinic,clinic,,noun,,,,Unique,r3_en_3,hospital,Eng
sp214,Male,32,Yes,Spanish & English,Spanish,Spanish,Spanish,Yes,Highschool and College,5,No,No,,hospital,,1,sick,sick,,adjective,,,,Unique,r3_en_3,hospital,Eng
sp215,Female,26,Yes,English and Spanish,English and Spanish,English and Spanish,English and Spanish,No,,,Yes,Yes,Canada for 8 days,hospital,,1,Gown,gown,,noun,,,,Unique,r3_en_3,hospital,Eng
sp216,Female,28,Yes,"Spanish, english, guarani ",Spanish & Guarani,"Spanish, guarani & english","Spanish, guarani & english",Yes,Elementary school,1 year,Yes,No,,hospital,,1,Sick,sick,,adjective,,,,Unique,r3_en_3,hospital,Eng
sp217,Female,27,Yes,"English, Spanish",English/Spanish,English/Spanish,English/Spanish,No,,,Yes,No,,hospital,,1,Rooms,room,,noun,,,,Unique,r3_en_3,hospital,Eng
sp218,Male,20,Yes,English and Spanish,Spanish,spanish/english ,spanish/english,No,,,No,No,,hospital,,1,babies,baby,,noun,,,,Unique,r3_en_3,hospital,Eng
sp219,Male,21,Yes,"English, Spanish","English, Spanish","English, Spanish","English, Spanish",Yes,High School,For the duration of elementary to high school.,Yes,No,,hospital,,1,injury,injury,,noun,,,,Unique,r3_en_3,hospital,Eng
sp220,Male,26,Yes,spanish and english,spanish,spanish/english,spanish,No,,,Yes,No,,hospital,,1,nurses,nurse,,noun,,,,Unique,r3_en_3,hospital,Eng
sp221,Female,20,Yes,"Spanish, English, Japanese, Korean, Chinese",Spanish,Spanish,"Spanish, English",Yes,high school and college,7 years,No,Yes,United states for 3 years,hospital,,1,physician,physician,,noun,,,,Unique,r3_en_3,hospital,Eng
sp222,Female,22,Yes,"English, Spanish",Spanish,Spanish/English,Spanish/English,Yes,"Elementary, middle school, high school, college",17 years,Yes,Yes,"U.S.A, 17 years",hospital,,1,lights,light,,noun,,,,Unique,r3_en_3,hospital,Eng
sp223,Male,28,Yes,"english, spanish",2,2,2,No,,,Yes,No,,hospital,,1,nurse,nurse,,noun,,,,Unique,r3_en_3,hospital,Eng
sp224,Female,19,Yes,spanish and english,spanish,spanish,spanish,No,,,No,No,,hospital,,1,sick,sick,,adjective,,,,Unique,r3_en_3,hospital,Eng
sp225,Male,22,Yes,English and Spanish ,Spanish ,Spanish and English ,Spanish and English ,Yes,All through school,13,Yes,Yes,I live in America and have travelled from La to Missouri ,hospital,,1,Bed,bed,,noun,,,,Unique,r3_en_3,hospital,Eng
sp226,Female,22,Yes,"English, Spanish",Spanish,"English,Spanish","English, Spanish",Yes,High School,4,No,No,,hospital,,1,nurse,nurse,,noun,,,,Unique,r3_en_3,hospital,Eng
sp227,Female,19,Yes,Spanish and English ,Spanish ,Both ,Both ,Yes,High school ,4,No,No,,hospital,,1,Hurting ,hurting,,unclear,,,,Unique,r3_en_3,hospital,Eng
sp228,Female,28,Yes,English and Spanish,Spanish,Spanish,Spanish,Yes,Pre-kindergarten,1 year,No,No,,hospital,,1,Ward,ward,,noun,,,,Unique,r3_en_3,hospital,Eng
sp229,Female,25,Yes,Spanish and English,Spanish,Spanish and English,Spanish and English,No,,,No,No,,hospital,,1,Scary,scary,,adjective,,,,Unique,r3_en_3,hospital,Eng
sp230,Female,20,Yes,Spanish and english,Spanish and English ,English,English,No,,,Yes,Yes,"America, I currently live here ",hospital,,1,Money,money,,noun,,,,Unique,r3_en_3,hospital,Eng
sp231,Male,20,Yes,English and Spanish,Spanish,Spanish,Spanish,No,,,No,Yes,I live here,hospital,,1,Doctors,doctor,,noun,,,,Unique,r3_en_3,hospital,Eng
sp232,Female,18,Yes,Spanish and English,Spanish and English,Spanish,Spanish and English,Yes,Elementary through High School,10,Yes,No,,hospital,,1,money,money,,noun,,,,Unique,r3_en_3,hospital,Eng
sp233,Male,24,Yes,"English, Spanish",Spanish,English,English,Yes,Elementary,19 years,Yes,Yes,24 years,hospital,,1,sick,sick,,adjective,,,,Unique,r3_en_3,hospital,Eng
sp234,Female,18,Yes,"English, Spanish",Spanish,"English, Spanish","English, Spanish",No,,,Yes,Yes,"US, 18 years",hospital,,1,sick,sick,,adjective,,,,Unique,r3_en_3,hospital,Eng
sp235,Female,25,Yes,English and Spanish ,Spanish,Spanish,English and Spanish ,Yes,Elementary school,4 years ,Yes,Yes,U.S. I was born there ,hospital,,1,Bill,bill,,noun,,,,Unique,r3_en_3,hospital,Eng
sp236,Female,28,Yes,"English, Spanish ",Spanish ,"Spanish, English ",English ,Yes,Elementary school ,2,Yes,Yes,Scotland for four months ,hospital,,1,Sick,sick,,adjective,,,,Unique,r3_en_3,hospital,Eng
sp237,Male,33,Yes,"english, spanish",spanish,english,english,Yes,"high school, college",2,Yes,Yes,The United Kingdom,hospital,,1,emergency,emergency,,noun,,,,Unique,r3_en_3,hospital,Eng
sp238,Female,20,Yes,English and Spanish,Spanish,Spanish and English,Spanish and English,Yes,high school and college,all of high school and two semesters in college,Yes,No,,hospital,,1,nurse,nurse,,noun,,,,Unique,r3_en_3,hospital,Eng
sp239,Male,22,Yes,"Spanish, English, Japanese",Spanish,Spanish,Spanish,No,,,No,Yes,"United States, 5 years",hospital,,1,expensive,expensive,,adjective,,,,Unique,r3_en_3,hospital,Eng
sp240,Male,20,Yes,English and Spanish,spanish,spanish,spanish and english,Yes,"school grades 1-12, college",13,No,No,,hospital,,1,visit,visit,,unclear,,,,Unique,r3_en_3,hospital,Eng
sp241,Female,31,Yes,English and Spanish,English and Spanish,English and Spanish,English and Spanish,Yes,K-12 and freshman year of college,14,Yes,No,,hospital,,1,pavillon,pavilion,,noun,,,,Unique,r3_en_3,hospital,Eng
sp242,Female,25,Yes,Spanish and English ,Spanish ,Spanish and English ,Spanish and English ,Yes,Elementary-college,4,No,No,,hospital,,1,Sick,sick,,adjective,,,,Unique,r3_en_3,hospital,Eng
sp243,Male,22,Yes,"Spanish, English",Spanish,"Spanish, English","Spanish, English",Yes,Elementary school through high school,12 years,No,No,,hospital,,1,sick,sick,,adjective,,,,Unique,r3_en_3,hospital,Eng
sp244,Male,26,Yes,English and Spanish,2,2,2,No,,,Yes,No,,hospital,,1,work,work,,unclear,,,,Unique,r3_en_3,hospital,Eng
sp245,Female,19,Yes,Spanish and English,Spanish,Spanish and English,Spanish and English,No,,,Yes,No,,hospital,,1,healthy,healthy,,adjective,,,,Unique,r3_en_3,hospital,Eng
sp246,Female,21,Yes,"english, spanish",spanish,"english, spanish ","english, spanish",Yes,"high school college-level classes, actual college classes ",around 6,Yes,No,,hospital,,1,plus sign,plus_sign,,noun,,,,Unique,r3_en_3,hospital,Eng
sp247,Female,19,Yes,"Spanish, English, German",Spanish,Spanish,Spanish,Yes,Highschool,4,Yes,No,,hospital,,1,white,white,,adjective,,,,Unique,r3_en_3,hospital,Eng
sp248,Male,19,Yes,spanish and english,spanish,spanish,spanish,Yes,every year of school,15 years,Yes,No,,hospital,,1,doctor,doctor,,noun,,,,Unique,r3_en_3,hospital,Eng
sp249,Female,27,Yes,Spanish and English,Spanish,English,English,No,,,No,No,,hospital,,1,doctor,doctor,,noun,,,,Unique,r3_en_3,hospital,Eng
sp200,Male,24,Yes,"English, Spanish",spanish,spnaish,spanish,No,,,Yes,No,,hospital,,2,patients,patient,,noun,,,,Unique,r3_en_3,hospital,Eng
sp201,Female,22,Yes,English and Spanish,Spanish,Spanish,English,Yes,Preschool,10,Yes,Yes,England for a month,hospital,,2,doctors,doctor,,noun,,,,Unique,r3_en_3,hospital,Eng
sp202,Female,29,Yes,"english, spanish",spanish,english,english,No,,,Yes,No,,hospital,,2,doctor,doctor,,noun,,,,Unique,r3_en_3,hospital,Eng
sp203,Male,18,Yes,"spanish, english",Spanish,"Spanish, English","Spanish, English",No,,,Yes,No,,hospital,,2,ill,ill,,adjective,,,,Unique,r3_en_3,hospital,Eng
sp204,Male,31,Yes,"English, Spanish","English, Spanish","English, Spanish","English, Spanish",Yes,Elementary and High School,4,Yes,Yes,"United States, 31 years",hospital,,2,nurse,nurse,,noun,,,,Unique,r3_en_3,hospital,Eng
sp205,Male,19,Yes,English and Spanish,Spanish,Spanish,Spanish,Yes,Kindergarten,12,No,No,,hospital,,2,Health,health,,noun,,,,Unique,r3_en_3,hospital,Eng
sp206,Female,26,Yes,"spanish, english",spanish,english/ spanish,english,No,,,Yes,No,,hospital,,2,scary,scary,,adjective,,,,Unique,r3_en_3,hospital,Eng
sp207,Male,22,Yes,"Spanish, English",Spanish ,Spanish,Spanish ,Yes,High School,4,Yes,Yes,"United States, 8 years",hospital,,2,Sleep ,to_sleep,,verb,,,,Unique,r3_en_3,hospital,Eng
sp208,Male,27,Yes,"English, Spanish","Spanish, English","Spanish, English","Spanish, English",Yes,"Elementary, Middle school, high school, college",16,No,No,,hospital,,2,Blood,blood,,noun,,,,Unique,r3_en_3,hospital,Eng
sp209,Female,31,Yes,"Spanish, English, Protuguese",Spanish/Portuguese,English,,Yes,High school,4 years,No,Yes,Lived in Mexico in Portugal for 6 years each,hospital,,2,doctor,doctor,,noun,,,,Unique,r3_en_3,hospital,Eng
sp210,Male,20,Yes,English Spanish,Spanish,Spanish/English,Spanish/English,Yes,Since elementary,15 years,No,No,,hospital,,2,doctor,doctor,,noun,,,,Unique,r3_en_3,hospital,Eng
sp212,Male,28,Yes,"English, Spanish",Spanish and English,Spanish and English,Spanish and English,Yes,Since Kindergarten all the way to College.,20 years,Yes,No,,hospital,,2,life,life,,noun,,,,Unique,r3_en_3,hospital,Eng
sp213,Male,21,Yes,English and Spanish,Spanish,"English, Spanish","English, Spanish",No,,,Yes,Yes,"USA, I live here",hospital,,2,medical,medical,,adjective,,,,Unique,r3_en_3,hospital,Eng
sp214,Male,32,Yes,Spanish & English,Spanish,Spanish,Spanish,Yes,Highschool and College,5,No,No,,hospital,,2,surgery ,surgery,,noun,,,,Unique,r3_en_3,hospital,Eng
sp215,Female,26,Yes,English and Spanish,English and Spanish,English and Spanish,English and Spanish,No,,,Yes,Yes,Canada for 8 days,hospital,,2,IV,iv,,noun,,,,Unique,r3_en_3,hospital,Eng
